id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4554_kernel,BA_FE_4554_kernel_err,BA_FE_4934,BA_FE_4934_err,BA_FE_4934_kernel,BA_FE_4934_kernel_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4077_kernel,SR_FE_4077_kernel_err,SR_FE_4215,SR_FE_4215_err,SR_FE_4215_kernel,SR_FE_4215_kernel_err
spec-56576-GAC046N36B2_sp01-060.fits,4987.1798958,2.77581117077,-0.544410431037,0.124619478963,23.17426067,0.0506557466414,0.0280347431136,0.0145400422751,0.8739570614150944,45.811448,35.084322,57.529998779296875,263671,true,false,false,1.0188310068756716,0.021967562387758,0.3239656962802936,16.2561333841848,1.0038966834039382,0.028388913582398957,-12.591093030174523,21.403558857630752,0.7630512558443315,0.06948659424095432,-14.628408152745095,38.51259198454472,-0.03765805389048513,0.0,8.949687120835641,57.54755066981577
spec-56582-GAC094N35V1_sp10-249.fits,4746.98210139,2.21733585901,-0.223322878881,0.0571366266709,17.5851574755,0.048910013285,0.0237407560384,0.00992877827818,0.6829221995988701,92.342885,35.076107,42.58000183105469,270420,true,false,false,0.983119666482819,0.13633292647627784,13.075818280435255,23.95195958065258,0.9395644228726344,0.17766575826457173,-25.519291437201925,25.953979768614303,0.7764428590483805,0.09977461943353635,-15.962895063330263,53.66024998747887,0.8352707192362102,0.11564231479776976,-14.917227522642682,41.74979458784015
spec-56583-GAC093N22V1_sp11-168.fits,4966.77889161,2.76383852114,-0.488627695084,0.0660018931226,30.1596642967,0.0665458171605,0.0360763155201,0.0138759832015,0.5493393149944102,92.397403,25.131548,34.93000030517578,272744,true,false,false,0.9908050124946295,0.19638775669672007,18.847323403132307,32.02654163005619,0.9625136021224152,0.2565004639949232,-16.30148978592225,32.79615879103189,0.8091656034555322,0.1235961695074554,-62.04504318143256,55.668343007419715,0.9027922215200941,0.15401478732512863,-20.898973841854524,42.1684429452676
spec-56587-HD214329N193807V_sp01-154.fits,4355.02524603,1.59402210487,-0.270156347132,0.149065355198,12.5286348806,0.036612610388,0.0198727863786,0.0113597180456,1.3728018026011237,325.883742,18.073066,35.900001525878906,274931,true,false,false,0.8968747720965663,0.1391066039786059,-0.9967614118628484,30.27814201361409,1.014143297549413,0.030822967720933996,8.500135998367988,21.72221330641442,1.0334955238358403,0.03511734271766363,26.914558839579197,2.7945019894285616E-8,0.2487492483592611,13.45662388966047,8.949726612602031,94.12345603456745
spec-56590-HD011332N441019B01_sp08-108.fits,4935.40206462,3.24603040254,-0.00524192098011,0.112343842548,23.7013685282,0.0492527453807,0.0258763007541,0.014227762047,0.6319175681927374,19.377847,42.993506,40.2599983215332,279705,true,false,false,0.8678114434729061,0.11392815504860326,11.57046742678469,29.11539417555378,0.8468800853526524,0.14512397221209533,-14.089350890984962,30.784520678259568,0.8974367647101672,0.08353491832360789,-9.108338675786944,28.892991170297787,0.7963511149400107,0.09803270383272966,-9.894539739500969,45.538703592570634
spec-56592-GAC102N35V1_sp11-175.fits,4231.82068116,1.20489460687,-0.285423192956,0.0414058786493,11.6312639574,0.036041066723,0.0204035614925,0.00913252083954,0.9884157023607955,101.88623,37.18742,38.70000076293945,283563,true,false,false,1.0141399318539341,0.026138739690493212,40.22941304083326,20.641536361505803,1.0225718726573354,0.026531432976097537,-4.39371007699277,17.90482707993703,0.9220511634728554,0.16602414675974086,-2.7420834514939307,49.91367872864684,0.7550448031813882,0.16318311259999488,8.949700771054891,84.54806530637362
spec-56595-GAC088N22B1_sp04-162.fits,4947.84035732,2.39031323263,-0.813995843163,0.176259669234,23.3016232947,0.0531282221332,0.0306576520974,0.0113625140772,1.0997905526289378,88.110093,22.478117,58.880001068115234,286845,true,false,false,1.0905181364243228,0.02760518859813777,35.66113666598921,12.875194326149906,1.0604595043621792,0.03227125336711136,-8.035706645193992,15.740881273118207,0.6591959731354253,0.6532142360615963,-62.045032307004014,55.14989665408542,-0.03572126134593717,0.0,8.949699729715592,60.95724912400617
spec-56618-GAC105N47V1_sp03-120.fits,4902.03241478,2.73433506863,-0.256691647337,0.0730618109258,30.8064555304,0.0729540660301,0.0374798922396,0.0174740415338,0.4092474321704136,104.35069,47.430383,33.7400016784668,315007,true,false,false,1.021157865327573,0.031717210898480154,45.139824782065695,23.326135421340712,0.8436391591662822,0.24156353840335265,-21.22838003773502,42.29286576719431,0.8965260284346702,0.08780106331108944,26.815034540905387,29.197575722793566,0.89138898271304,0.1137467551951503,8.949678504360286,34.9204568425575
spec-56626-GAC117N24V1_sp16-115.fits,5161.31928537,3.17716327142,-0.654196874608,0.106147117613,43.9232278468,0.0725966913482,0.0516551835394,0.0209230475569,0.2484978029533851,117.09941,25.843164,37.7400016784668,329034,true,false,false,1.0200797289778292,0.03697932605378656,20.321381183908798,26.566776305222156,1.0351008591612483,0.05040750870140089,9.342465324418342,28.221329186618437,0.8904918983863672,0.0939281077660794,10.338322880425226,29.260599793223644,0.5420632936856752,0.743236622377711,8.949726847954862,5.1454865970103694E-9
spec-56629-HD090800N293915V01_sp16-116.fits,5026.85971555,3.19766797014,-0.307322356365,0.103936840509,11.0822011831,0.0212549483166,0.0124315241484,0.00679649418463,1.6614784385933148,136.198332,31.171122,147.3300018310547,335363,true,false,false,0.9649299884620873,0.046399799072190835,7.272797334682286,8.742488984253697,0.8539870705513285,0.06985825095161624,-15.968152998297093,12.7904483737668,0.8052284287362661,0.029115253326766326,-16.016492975584764,14.059760078149043,0.417654968028605,0.8156856484701052,8.949720996685313,31.056443106151935
spec-56630-VB137N22V1_sp12-159.fits,5058.69062669,3.34093020485,-0.181568701796,0.11095784366,14.3045469489,0.0269715687083,0.015586300266,0.00882969468018,1.209278409916481,139.26861,23.834822,98.98999786376953,337134,true,false,false,0.8765036589985531,0.05725421629720529,1.4563421841881223,12.593541648975927,0.7900749019522396,0.08498230352346939,-18.730763621566748,19.404846668972723,0.9062332894270386,0.03340308872314574,-0.1040856632515322,11.788157870800106,0.809213937832597,0.04325207612488619,0.546765093460053,20.393932520041698
spec-56638-GAC102N35B1_sp15-079.fits,4362.31882603,1.29830912417,-0.333969497038,0.0396003766365,7.36993848225,0.0227618415532,0.0130821033969,0.00609386606764,2.0969916938773796,101.68581,36.219987,70.23999786376953,338417,true,false,false,0.9402458316209966,0.08487412088661886,10.97832447874959,15.585100729071602,1.0087585266438743,0.01829425885750768,9.342463436585335,12.7113107208851,-0.19648787334348133,0.0,-62.04504843927516,1.3863015912300685E-7,-0.11084659510616235,0.0,-53.47062573257038,63.37048771541666
spec-56640-GAC121N22B1_sp02-107.fits,5131.53678861,3.52481539754,-0.45923530827,0.104932732571,42.6581084537,0.0631487723634,0.0477563124458,0.0217303705184,0.6197007851766004,120.37752,20.498776,32.529998779296875,341142,true,false,false,1.1445913690322822,0.03764965940007193,15.949019810296694,14.94123543754597,1.1737328528074087,0.043054015139455185,2.606497283905111,14.433990920551354,1.025036464707639,0.023800183303258643,-49.36264650974418,18.589059568210764,0.8196281993156502,0.12016418660104203,-1.189253317069028,45.550651819495656
spec-56641-GAC117N12V1_sp08-225.fits,5026.52665698,3.19801918628,-0.473553280365,0.117966541419,38.5645059936,0.0668090628569,0.0432089420702,0.0214589152667,0.38733739737413075,118.1126,10.751919,40.220001220703125,344106,true,false,false,0.9409490746208995,0.1542002266108771,16.155786960143754,27.552380376361373,1.0445743702977992,0.03660862828957961,-22.975186116195008,21.488183170385646,1.0294329920726872,0.024507637335587633,-26.235782937057078,18.689372434117264,-0.007649939150652818,0.0,8.949713066592704,82.68598836408908
spec-56646-VB061N34V3_sp08-143.fits,4745.90197736,2.02986998633,-0.192027376799,0.0744150880854,20.618140433,0.0602999013258,0.0294010233761,0.0136384565348,0.6941897475027777,62.644481,33.582354,31.889999389648438,353361,true,false,false,0.9786656908969869,0.18233995533680628,16.083550348708116,30.180397478214132,0.9736159805621203,0.2253737099865186,9.342467330851793,29.087600682808095,-0.003191312668205798,0.0,14.227936383209839,151.07118664797247,0.9544151580796737,0.1812466120713452,5.765946535794852,45.20664332613512
spec-56648-HD121209N203231V_sp11-187.fits,5138.24549827,3.02607570973,-0.799943843781,0.156278488604,35.8578213634,0.0655607729977,0.044979902815,0.0202131726533,0.5827987085777655,182.925976,22.586997,46.900001525878906,356338,true,false,false,1.047709198636047,0.032211091559948675,5.2755949691132376,19.15810178345958,1.0410986931960902,0.04572987688008395,5.246265859126628,24.40452736714346,0.8281731546725912,0.08268552062073083,10.776020406849097,30.54634342165606,0.505235622049443,0.7228448061661203,8.94972277247751,56.70827635739822
spec-56653-HD102901N294339V01_sp06-035.fits,4984.56966152,3.13441167475,-0.37348615453,0.124035709094,17.2636846127,0.0334617149377,0.0199303164093,0.011121418412,1.2849654564795776,159.1860858,29.546534,79.54000091552734,361867,true,false,false,0.9737513645509115,0.07363475569083248,5.271846633370325,13.414848199865833,0.8427711490214752,0.11590535870706231,-18.20507231688508,21.641026360914793,0.871850403156535,0.038196387929366304,-22.11613805071587,14.249969512952918,0.6304573790525111,0.28818443811879385,8.949684960902955,32.75893312907792
spec-56655-HD105033N320139V01_sp15-038.fits,5013.94589565,2.78952635008,-0.755913687275,0.157675535562,16.3329123061,0.0331325081235,0.0201113490654,0.0101368157741,1.7097675755432373,162.89232,33.406776,105.7699966430664,364500,true,false,false,1.0214463589223466,0.015263721217016166,4.720733973645334,10.781908932744194,1.0107829000972446,0.020096167843036014,-3.2826881688702088,12.78910940517761,-0.07273538832685394,0.0,-25.180609688987634,35.93122842623586,-0.052421121945076615,0.0,-3.460615396277428,39.31333807442354
spec-56660-HD083602N240304V01_sp12-177.fits,4869.84256553,2.66737399111,-0.458748409864,0.0720482158841,15.9996260571,0.0367882726632,0.0198294331236,0.00892143427345,1.2278983210956618,130.949091,25.822656,79.68000030517578,370461,true,false,false,1.0641603992232922,0.015486485625929415,-0.4386686720488432,8.964520882474922,1.0441205974843506,0.019939384587944333,0.7557917041191403,11.599996492504834,0.751201299158285,0.049865838993558016,-6.469878859909182,30.24182821066469,0.2981629761586514,1.4953890484063574,1.8808707967095184,44.93499042923019
spec-56669-GAC097N37B2_sp03-023.fits,4860.07713044,2.59661533564,-0.491314037704,0.0797388554806,23.7378520263,0.0564193256054,0.0300566451615,0.0135024725241,1.1361142011289875,96.982568,36.787455,44.2599983215332,381220,true,false,false,1.0094515948683067,0.026229745165956556,27.784817288792812,20.531350367344004,1.0428145143696823,0.03404447758400439,-14.628965077228175,19.53439540154331,0.8572849541034553,0.08780946604136865,26.914534553754784,31.968806353641845,0.5356419606139122,0.6885454368155421,8.949721922689218,65.94722487829557
spec-56671-VB092S06V1_sp16-205.fits,5055.5658483,3.28223916369,-0.513748163547,0.110125566881,27.6906553889,0.0428511472897,0.0306183226895,0.0139626610295,0.48997462868494684,90.569642,-5.061567,55.279998779296875,386772,true,false,false,1.015974022559579,0.024142664418926325,7.115568855421515,18.44863890389144,0.9312386700023578,0.15554299397018606,-2.4740897334719145,22.005278932996607,0.8126305045129842,0.06956078433904711,26.9145509445758,31.07535165448157,-0.06674301922266451,0.0,8.949726810871013,66.83136293146087
spec-56675-VB081N07V2_sp12-231.fits,4132.37542893,1.35077723091,-0.275643284747,0.00485837477478,11.6558134314,0.0339957427295,0.0200012567904,0.00803747990416,0.9349039632059079,82.693554,9.2078811,36.06999969482422,390327,true,false,false,0.8184140894768753,0.12914906877700483,45.13981062696666,36.493384319604836,0.7791336041634189,0.13504632558054241,-1.9224457569857138,31.807561010824692,0.982744745169844,0.25409692619019225,26.91455882756456,7.795631252405377E-8,0.9172448264335729,0.20910224492724644,8.949723300415414,62.163673867866464
spec-56676-VB042N25V1_sp16-246.fits,5042.90507385,3.182949516,-0.488661632865,0.0859951820546,16.6799081954,0.0284107744231,0.0186586655892,0.00821950188336,1.3314393390183028,41.320336,27.496084,104.94000244140625,391743,true,false,false,1.0552684255904468,0.01265236035355354,6.897410021209906,7.730231396361779,1.0600534753372008,0.016472094371123076,-0.9031913150581062,8.85850709093434,0.736582255488655,0.21186529859202483,26.914558420636777,24.91026188756041,-0.0874064328982051,0.0,8.526159141399576,40.78954414467946
