id,cannon_teff,cannon_logg,cannon_m_h,cannon_alpha_m,cannon_teff_err,cannon_logg_err,cannon_m_h_err,cannon_alpha_m_err,cannon_red_chisq,ra,dec,snrg,codeindex,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4554_kernel,BA_FE_4554_kernel_err,BA_FE_4934,BA_FE_4934_err,BA_FE_4934_kernel,BA_FE_4934_kernel_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4077_kernel,SR_FE_4077_kernel_err,SR_FE_4215,SR_FE_4215_err,SR_FE_4215_kernel,SR_FE_4215_kernel_err,source_id,designation,ra_cone,dec_cone,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,Separation,parallax/error
spec-56684-GAC089N28V1_sp09-057.fits,4404.7677133,1.9018292156,-0.1920401578,0.0844664114,12.6637273547,0.0343178474,0.018908215,0.0085919068,0.3692974258,90.028783,30.023954,43.2599983215,400929,false,true,false,-0.0306934718,0,28.8413159138,50.6771046615,-0.0154521012,0,-18.7306452248,41.8715271654,0.7602071584,0.126367822,-38.0564291527,75.9823195229,0.872595153,0.1283819802,-33.4775392933,42.8498500774,3.43774783009198E+018,Gaia DR2 3437747830091984256,90.0287593481,30.0239380998,180.665392458,3.2697067488,90.0250790787,6.5846597715,0.2591615557,0.7573972909,-2.5796936532,12.1647415,13.051007,11.25465,0.098799825,0.0871779151,0.0470746045,0.1629502559,0.1382732128,0.3319,1.3114,0.6517,226.37195,0,0,6.389903,13,2,110,112,112,31,,1.4294922991,0.0122375689,0.14893954,303.08572,0.88626575,1.7963572,0.16234684,-0.86823624,0.8014341,,0.1859,0.58,0.3337,200111,0,0.9100914,163.50458,274.60635,219.05547,13,-0.27759427,5.5053368,-0.23410788,0.29908296,83205.5632959288,184.5277556884,450.91083,13,1.309168,256714.060706181,76.9691269297,3335.2861,111,0,252876.280517241,255.7323519443,988.8318,13,NOT_AVAILABLE,-0.771499,100001,-0.87392324,-25.3266320953,0.6452809114,26.419954,30.082546,27.482836,191325275,-0.21275504,0.8241392,-0.83153754,2015.5,7,0,3,5000,1.6357214584098E+018,4048.625,4320.15,4235.7866,9,2.59262491902712E-05,5.505336868
spec-55998-GAC_102N27_V1_sp10-163.fits,4049.49701519,1.2313524451,-0.2784534192,-0.0029052359,9.2346529297,0.0267600785,0.0161368974,0.0067318529,0.3746069649,100.88141,26.409958,46.9500007629,66317,false,true,false,-0.1712630967,0,35.0194668173,41.6895344569,-0.0087058437,0,-7.1889594224,34.1842631301,0.8381126537,0.1258270784,2.5581122101,52.3527719332,0.7691671332,0.1209176464,8.9497267257,63.2871015508,3.38494973270058E+018,Gaia DR2 3384949732700576128,100.8814750526,26.409973583,188.3242065971,10.0963965853,99.7508214326,3.3382695257,0.2186918639,-0.4825032179,0.1754490462,11.258535,12.122783,10.380123,0.0361332087,0.0338130449,0.0391768393,0.0711218655,0.0645974486,0.4157,1.323,0.667,333.15857,0,0,8.45031,17,6,145,151,151,31,,1.4415442149,0.0093314568,0.051843062,486.0957,0.8642473,1.7426596,-0.28192434,-0.4252331,0.12593246,,0.165,0.6827,0.32,200111,0,0.87841225,544.38416,933.96045,739.1723,18,-0.14246762,5.5821724,0.222717,0.26244858,195632.996378616,483.353373927,404.74115,17,1.2874815,591469.124785979,604.8896684268,977.81323,146,1,565872.555630056,766.9005892641,737.8695,15,NOT_AVAILABLE,-0.2820601,100002,-0.2636077,32.817204743,0.3421754468,46.57937,56.52283,52.340614,1507341961,-0.08664227,0.18856059,-0.36775303,2015.5,5,0,3,4500,1.6357214584098E+018,4003.1401,4409.77,4160,10,6.0311237863575E-05,5.5821722172
spec-56265-GAC111S00V3_sp01-132.fits,4122.77755554,1.3849570581,-0.1367473922,-0.0146476728,12.7585599316,0.0376010839,0.0216821368,0.0087732141,0.6013626735,111.95,-2.279661,31.2800006866,119481,false,true,false,-0.0304669509,0,45.1398359081,63.2140652779,-0.0283670045,0,5.5792386919,45.337935038,1.067112566,0.0771044605,-38.0424968318,52.1993879397,0.993790713,0.216287174,8.9497242571,53.4656519948,3.06152388196856E+018,Gaia DR2 3061523881968563200,111.9500182059,-2.2796774641,219.1435207086,7.0285869147,114.1126990809,-23.9002298861,0.2407338832,-1.5608396254,0.3308303751,11.882592,12.710873,11.013255,0.03325627,0.0273305107,0.0430839657,0.0709182335,0.0560699106,0.2389,1.015,0.5535,325.87045,0,1.02291970556038E-15,5.8411646,22,3,194,197,197,31,,1.4365881829,0.006895734,0.045369525,391.7671,0.82828045,1.6976175,-0.14277194,-0.11206995,0.19526857,,0.078,0.487,0.262,200111,0,0.8693371,255.04745,430.6108,342.82913,22,-0.06057043,5.5875516,-0.121328086,0.1712048,113816.750460896,170.3036508227,668.3166,19,1.2906592,332896.519679174,97.7966659945,3403.9658,192,0,315839.221292717,340.1561690623,928.5124,21,NOT_AVAILABLE,0.14299326,100001,-0.1536241,49.5990127964,0.6944464608,33.576355,36.52394,35.601906,1011787627,0.34230226,0.15790562,-0.044186544,2015.5,4,0,3,4500,1.6357214584098E+018,4109.67,4286.2646,4162.547,12,2.45356430806918E-05,5.5875516399
spec-56611-VB002N40V1_sp03-003.fits,4171.91650781,1.4630911522,-0.0820648844,0.093382679,9.5141775686,0.0270841872,0.0154133538,0.0082285446,0.7192671737,1.186988,40.067253,52.7599983215,305908,false,true,false,-0.054341234,0,45.1398360802,37.2117505138,0.122673425,2.8229167106,9.3424707205,31.1409662316,0.92070406,0.0781093103,-28.2062929968,25.3207998882,0.9011522066,0.0920417457,-51.1857846586,28.7824695737,2.8819199975993E+018,Gaia DR2 2881919997599303680,1.1869680472,40.067247938,113.3236564747,-21.9318127858,19.4762779365,35.7510556793,0.1959281932,-2.2488421181,-2.6676509566,11.887401,12.685336,11.033232,0.0303976201,0.0191362855,0.0350430666,0.0504967709,0.0296592567,0.3569,2.1371,0.4883,522.5514,0,0,7.7879457,34,4,297,301,301,31,,1.4458767961,0.0065644383,0.03877149,373.42786,0.7979355,1.6521044,-0.05757695,-0.4246996,0.1504207,,0.1459,1.079,0.23,200111,0,0.8541689,367.34842,642.3258,504.8371,34,0.034155425,5.5910687,0.17422134,-0.15662868,116525.429777901,145.2931459931,802.00226,31,1.2871863,331425.663093086,110.2848328229,3005.179,289,0,310081.143423453,233.7899037086,1326.324,33,NOT_AVAILABLE,-0.25048676,100001,-0.1409484,-87.6077955064,0.3337472832,38.810616,43.449055,42.459118,971708241,0.34723923,0.22188504,-0.66536105,2015.5,17,0,3,4500,1.6357214584098E+018,4150.725,4391.7627,4198.8335,13,1.60868273581239E-05,5.5910687109
spec-56310-GAC078N51V1_sp09-139.fits,4490.41909444,1.8339307963,-0.1728992733,0.0592223011,14.7210250565,0.0434276254,0.0223980329,0.0097211849,0.3566833076,80.317782,51.732174,31.7199993134,159898,false,true,false,-0.1006534872,0,-9.4019979582,68.3176226159,-0.0584660302,0,-33.0571832317,52.7544356452,0.9698003106,0.1887420082,-62.0450456524,52.8322632511,0.8511420408,0.190706661,-50.4757376588,68.1809473043,2.62913781622617E+017,Gaia DR2 262913781622617088,80.3178676709,51.7321654001,158.2614314126,8.4355926712,83.1916510646,28.5214667853,0.2118796316,0.0154590779,0.4516632629,12.65502,13.571606,11.724496,0.0405043637,0.0400177022,0.0374092179,0.0785546803,0.0685799451,0.4569,1.2561,0.7977,296.72977,0,0,5.7771263,20,1,173,174,174,31,,1.4296101325,0.0086660386,0.05753419,231.13043,0.9165859,1.8471098,-0.25370762,-0.8003914,-0.07940556,,0.2175,0.59,0.392,200111,0,0.9305239,149.9628,257.2101,203.58646,21,-0.03539311,5.663835,0.26621833,0.32230675,51512.5316187396,124.7668106932,412.87048,18,1.318954,163432.54519499,44.5700613499,3666.8684,177,0,164047.472965446,186.9083475134,877.6894,18,NOT_AVAILABLE,0.11654034,100001,-0.030846536,-37.1163089068,0.5230854296,22.87772,27.747484,25.91379,1399361486,-0.09860458,-0.00591581,-0.6844972,2015.5,10,0,3,4500,1.6357214584098E+018,4139.06,4558.3447,4283,12,5.37517006734942E-05,5.6638348379
spec-55938-GAC_070N40_V2_sp04-146.fits,4616.7297453,2.3474008248,-0.2577837267,0.0168332443,14.2084756044,0.0378494265,0.0196651485,0.0080998538,1.3993727882,69.911767,40.341862,42.67,25865,false,false,true,0.9947328671,0.127509329,25.780000034,22.9941304629,-0.1067954552,0,9.342470881,2.6599965604031E-09,0.8868914936,0.1332638358,26.9145514836,45.7853467971,-0.0673540925,0,-53.4706204366,577.7783603,2.03006546983737E+017,Gaia DR2 203006546983737216,69.9117433276,40.3418693808,162.8249334662,-4.2296517461,74.021450904,18.0104037167,0.6598727761,-2.2566708014,-2.8911545896,11.293441,12.212216,10.393567,0.1003678499,0.0855442752,0.1146440698,0.1976725567,0.133089896,0.6759,1.1426,0.9377,2265.5264,0.2520296638,31.5584001155,36.417038,31,17,255,272,272,31,,1.4285586097,0.0155919771,0.11010127,13.732689,0.91877556,1.8186493,-0.24718487,-0.8604102,-0.0743389,,0.3249,0.5721,0.4455,200111,0,0.89987373,64.57722,98.0297,81.30346,35,-0.15755789,5.755839,0.45099467,0.10522152,180164.303020636,299.1041283708,602.34644,32,1.2903795,572756.543089378,983.6583677793,582.2718,280,0,558909.045814697,357.4136328296,1563.7598,32,NOT_AVAILABLE,0.26273316,100001,0.023021456,-1.8073110451,0.5052241922,16.796684,19.150078,17.841589,1081467095,0.1237033,0.04494393,-0.4651185,2015.5,14,0,3,5000,1.6357214584098E+018,3960.6667,4229.04,4103.3335,11,1.94942147344549E-05,5.7558387211
spec-56611-VB002N40V2_sp08-207.fits,4384.51420326,1.8161633393,-0.4888419998,0.2220021558,11.4547863431,0.031678273,0.0177560675,0.0100624438,0.4863195475,3.016346,39.130878,62.8899993896,306534,false,true,false,-0.0494139791,0,45.1397816985,36.2269065276,-0.0644873254,0,-25.3176858023,34.8096417209,0.8474566694,0.0724772274,-50.2740909766,27.9508072033,0.8859940238,0.0886127327,-39.0953592028,26.3799676701,3.82821606304316E+017,Gaia DR2 382821606304316288,3.0163339544,39.1308545724,114.6424622515,-23.1063223079,20.4260923128,34.2483075096,0.2414467394,2.9233880997,-4.510944911,12.212693,12.87879,11.44151,0.0276785849,0.0171675866,0.0415104068,0.0491503052,0.0261318128,,,,418.30237,0,0,2.3085501,41,5,359,364,364,31,,1.4918265735,0.0062472576,0.035815172,335.77914,0.6660967,1.4372797,-0.12191638,-0.43210724,0.22531913,,,,,200111,0,0.771183,149.01578,247.62689,198.32133,41,-0.009703078,5.816535,0.373505,-0.48529792,97507.7525935515,112.1113201833,869.7405,36,1.2637339,245622.978222884,40.0789812121,6128.4736,350,1,212894.321730381,182.4031922752,1167.1633,34,NOT_AVAILABLE,-0.29801694,100002,-0.18152192,-87.4214263582,0.4707968611,20.119492,23.002972,21.159565,406470326,0.39962733,0.29577243,-0.382849,2015.5,19,0,3,5000,1.6357214584098E+018,4516.237,4829.033,4708.855,15,2.52222497885706E-05,5.8165351297
spec-56321-VB058N31V2_sp08-215.fits,4767.67954971,2.5523648792,0.2050285554,0.04834775,14.4564842763,0.0394139388,0.0181135096,0.0090438592,0.3865106262,58.9609,29.805796,38.2599983215,170678,false,true,false,-0.1325185095,0,-14.1978889442,62.7713257678,-0.1344755767,0,9.3424528816,46.109595572,0.8832961793,0.1270093618,-30.7631944279,45.9706234734,0.985873141,0.1300500481,-38.3153665545,32.909897304,1.6719222345363E+017,Gaia DR2 167192223453629568,58.9609053306,29.8057667438,164.0323070211,-17.9880281431,63.0459406116,9.224813845,0.8646324454,0.1679216476,-7.766545171,11.32923,12.083427,10.506617,0.1118384516,0.0490561631,0.1478470863,0.1594087889,0.086829932,0.648,1.7006,0.908,193.18544,0,0,3.0539715,16,2,142,144,144,31,,1.4554883775,0.0109007288,0.09990814,310.5521,0.7541971,1.5768108,0.7834804,0.5335381,-0.15498185,,0.3215,0.997,0.4423,200111,0,0.8226137,29.68007,44.329193,37.00463,18,-0.050694402,5.8481536,0.4767163,-0.28862658,202854.371792638,241.3607334874,840.46136,16,1.2748395,554184.012083687,220.0451083646,2518.502,147,0,503641.319718172,545.2705885637,923.65393,16,NOT_AVAILABLE,-0.14472842,100001,0.73166597,-28.0947922213,0.5137299065,8.074846,10.895721,9.834575,424043718,0.82245654,0.51434463,-0.35526296,2015.5,5,0,3,5000,1.6357214584098E+018,4312.83,5009.8325,4539.5474,8,2.96196123897704E-05,5.8481534336
spec-56641-GAC117N12V2_sp05-067.fits,4234.61595017,1.5902392258,-0.3270477584,0.0681987592,13.2122756945,0.0372531938,0.0213742896,0.0104338141,0.4245917619,116.90127,11.324247,36.9599990845,344546,false,true,false,0.6931255136,0.7701826017,43.6805645012,44.5262810457,0.4005784946,1.7668480862,-40.853887959,42.5313731499,1.018350382,0.0422430517,4.5991461511,33.7678482463,1.0172969,0.039968183,8.9497254121,33.2916073254,3.15144706248768E+018,Gaia DR2 3151447062487678464,116.9012631422,11.3242380348,208.9462423033,17.5339445715,116.7447614407,-9.6523059343,0.1432547816,0.5993416601,-1.0763357989,13.132853,13.867111,12.318161,0.0210568085,0.0137760407,0.0244459612,0.0403358313,0.0264877777,0.1267,0.4881,0.3005,141.34973,0,0,-3.3496573,24,1,207,9,208,31,,1.4635587083,0.0043135028,0.04617464,135.4404,0.73425865,1.5489502,-0.19679092,-0.077142745,0.069942445,,0.07,0.2514,0.1653,,0,0.81469154,,,,24,-0.010494198,5.8600593,-0.05349955,0.41982466,39238.3533134461,71.4445566068,549.21405,24,1.2750163,105245.92617944,40.2242563185,2616.479,206,0,94951.9132220928,73.9393895095,1284.1858,23,NOT_AVAILABLE,-0.16377702,100001,-0.15348637,,,,,,764338401,0.10745453,0.18320228,-0.22603664,2015.5,0,,,,1.6357214584098E+018,4227.032,4473,4377.86,12,1.12067285403772E-05,5.8600592723
spec-56667-GAC094N35V3_sp12-081.fits,4624.07430925,2.2509098627,-0.1473582554,0.014253479,9.40792548,0.0258687506,0.0130611047,0.0058281465,0.5231517528,95.890721,36.723915,84.1299972534,378026,false,true,false,-0.0055585872,0,45.1398362222,28.3868433903,-0.0751350919,0,-18.2029649876,28.2765336965,0.6397007533,0.2119462855,10.5137689193,32.8879494121,0.8084084802,0.0560790489,-21.1719622673,24.1818328965,9.5487970359623E+017,Gaia DR2 954879703596230400,95.890752631,36.7239202339,177.0036514493,10.7259194593,94.8506621022,13.3837761532,0.3815666505,-0.2621732357,-0.8991918497,12.528991,13.240755,11.727354,0.0537763597,0.0538793899,0.0647927636,0.0908888822,0.0801310593,0.333,1.344,0.574,146.41212,0,0,1.9508946,14,2,120,122,122,31,,1.4653301437,0.0120381424,0.060448397,253.83812,0.71176434,1.513401,-0.6044329,-0.66579854,-0.24245097,,0.1514,0.8741,0.2968,200111,0,0.8016367,51.17588,79.99206,65.58397,14,-0.049659725,5.889032,0.3396649,0.3137513,69863.9844504916,172.8745612893,404.13107,14,1.2720381,183548.085772777,47.1086691372,3896.2698,120,0,163616.181020297,255.9001698929,639.37506,14,NOT_AVAILABLE,0.21676746,100001,-0.23003577,,,13.136355,15.360883,13.7001505,462355185,0.4029105,0.08412681,-0.36098388,2015.5,0,,,,1.6357214584098E+018,4191,4531.9834,4437.7524,9,2.58876711183776E-05,5.889031881
spec-56642-GAC094N47V2_sp03-244.fits,4646.70837695,2.3221266131,-0.046942861,-0.0086968587,12.7524926841,0.0346124581,0.0172565361,0.0072236485,0.9033392332,93.045527,46.714417,60.6699981689,346901,false,true,false,-0.0649466495,0,35.6055063843,38.4092077681,-0.0747116885,0,-5.202796148,35.9015050255,0.7982834734,0.0566102738,-34.1022171382,27.5097188512,0.8186282388,0.0675617665,-22.9433861121,28.6458335134,9.69402297990377E+017,Gaia DR2 969402297990377344,93.045515997,46.7144035969,166.8687552766,13.1747354041,92.2730506605,23.2991502515,0.2303828356,0.2422254244,-2.2342763627,12.6478,13.317373,11.880098,0.0319922314,0.0315881736,0.0391084027,0.0636984668,0.0591326055,0.0924,1.974,0.3317,203.16164,0,0,2.8031507,18,1,155,147,156,31,,1.4872506646,0.0079717765,0.043793045,224.70421,0.66957283,1.4372749,-0.43205023,-0.2913132,0.1602449,,0.0489,1.1083,0.205,200111,0,0.7677021,110.87519,186.55115,148.71317,18,-0.1014136,5.890878,0.30374923,0.07414579,65103.7632714327,141.533152935,459.9895,15,1.2596904,164522.85606322,52.4169486493,3138.734,150,0,142144.102867637,104.1158515208,1365.2494,16,NOT_AVAILABLE,-0.080408365,100001,-0.043398377,33.2045618391,0.8308584973,18.28561,19.867235,18.78872,1293228832,-0.051229786,0.18761127,-0.20844412,2015.5,7,0,4.5,5500,1.6357214584098E+018,4522.15,4713.6675,4650.13,10,1.53803666836826E-05,5.8908781667
spec-56610-GAC094N35V2_sp12-009.fits,4736.6721401,2.592022502,-0.1069459066,0.0302673708,14.5751050302,0.0364835085,0.0183559916,0.0081168477,0.4458069743,96.030272,36.604998,59.3800010681,301774,false,true,false,0.0427060583,0.8190835325,35.3598134967,43.4996828429,-0.1994663944,0,-14.8219988331,41.9847323379,0.8229482279,0.0613877898,-10.0361893043,26.788549894,0.8223166006,0.0709978997,-25.0303365309,28.3010473763,9.54828198348418E+017,Gaia DR2 954828198348418432,96.0302974352,36.6049928717,177.1623376763,10.7745819279,94.9707795403,13.2697076222,0.3184264211,0.9286220474,-3.288100288,13.201544,13.880591,12.419937,0.0314204269,0.0443040736,0.0539896174,0.0658816102,0.0537498031,,,,118.20575,0,9.8064214077788E-16,0.9215481,13,0,110,0,110,31,,1.479730911,0.0077832771,0.072269574,121.44771,0.6790476,1.4606543,-0.7896625,-0.062927924,0.36238945,,,,,,0,0.7816067,,,,13,0.03841834,5.8979197,-0.07051649,-0.17130856,38754.2000354662,107.4718364771,360.59866,11,1.2673886,98793.5500504711,35.2714855974,2800.9468,101,0,86455.6175012791,240.2771411439,359.81625,11,NOT_AVAILABLE,0.34536183,100001,-0.21117266,14.757073961,0.4500502391,,,,544057933,0.2169047,0.3676393,-0.1151688,2015.5,2,0,3,4500,1.6357214584098E+018,4335,4486,4369,9,2.10526489508054E-05,5.8979195711
spec-56582-GAC094N35V1_sp04-121.fits,4973.43154125,2.4865988115,-0.3530719097,0.1081758229,20.9228711004,0.0538165395,0.0263415495,0.0112139491,0.5560356691,94.864683,34.935936,47.29,269973,false,false,true,0.8378223379,0.1497556866,7.7857478767,30.0169826917,-0.0483214378,0,-13.1106698888,54.4925813302,0.7125220034,0.5425774646,-42.7226857483,58.1307515963,0.644345888,0.7507175233,8.9497267371,63.6866967523,3.4526188665936E+018,Gaia DR2 3452618866593596928,94.8646643686,34.9358935261,178.2549799583,9.186423447,94.0692104415,11.5653027878,0.2156428184,0.3989137157,-1.9323624072,14.235403,14.909323,13.440232,0.0314042525,0.0284245872,0.0365302187,0.0607555799,0.0541878309,0.3833,1.3843,0.4623,149.06366,0.0985139931,1.3420876527,1.599014,15,1,128,0,129,31,,1.4885647559,0.0072544598,0.06272265,32.057396,0.6739197,1.4690905,-0.32595268,-0.23835535,0.16258225,,0.1875,0.8411,0.2227,,0,0.7951708,,,,15,0.018792275,5.9031353,0.33913806,0.11050374,15025.410318154,24.4413753606,614.75305,11,1.2802461,38122.8358596533,18.9409997827,2012.7151,128,0,33781.2017526618,64.8911726262,520.5824,12,NOT_AVAILABLE,-0.049365286,100001,0.05319949,,,,,,817173353,0.09451605,0.21527831,-0.062048983,2015.5,0,,,,1.6357214584098E+018,4107.52,4642.37,4421.5,10,4.51367461046201E-05,5.9031351597
spec-56722-GAC094N35B1_sp04-121.fits,4985.23140443,2.5618762117,-0.4334952246,0.0902977801,19.86496985,0.0493273352,0.0248683684,0.0105233203,0.6302534937,94.864654,34.935894,56.71,420952,false,false,true,0.9354612201,0.133867123,6.5429406226,23.0139178788,0.2863515998,0.4870100706,-9.4515514229,39.0602694364,0.93713903,0.0787237017,-4.1125900259,21.6612988261,0.8374571143,0.0998509479,-4.9763893173,34.1230637659,3.4526188665936E+018,Gaia DR2 3452618866593596928,94.8646643686,34.9358935261,178.2549799583,9.186423447,94.0692104415,11.5653027878,0.2156428184,0.3989137157,-1.9323624072,14.235403,14.909323,13.440232,0.0314042525,0.0284245872,0.0365302187,0.0607555799,0.0541878309,0.3833,1.3843,0.4623,149.06366,0.0985139931,1.3420876527,1.599014,15,1,128,0,129,31,,1.4885647559,0.0072544598,0.06272265,32.057396,0.6739197,1.4690905,-0.32595268,-0.23835535,0.16258225,,0.1875,0.8411,0.2227,,0,0.7951708,,,,15,0.018792275,5.9031353,0.33913806,0.11050374,15025.410318154,24.4413753606,614.75305,11,1.2802461,38122.8358596533,18.9409997827,2012.7151,128,0,33781.2017526618,64.8911726262,520.5824,12,NOT_AVAILABLE,-0.049365286,100001,0.05319949,,,,,,817173353,0.09451605,0.21527831,-0.062048983,2015.5,0,,,,1.6357214584098E+018,4107.52,4642.37,4421.5,10,8.51327762002994E-06,5.9031351597
spec-56760-HD180440N235631V01_sp07-185.fits,3809.83562965,0.1157918449,-1.0554992377,0.3366644553,8.9300976252,0.0243153008,0.0189952018,0.0071548658,1.2627412134,273.083616,22.572646,47.66,438871,false,false,true,0.9025214513,0.1677829745,45.1398349314,27.9387000908,-0.0826612861,0,-17.5334335032,34.0525320472,1.0359927392,0.0858831295,-62.0450482166,2.50121786128676E-07,0.8381727516,0.21658266,-6.726795727,63.5837904456,4.57795070388888E+018,Gaia DR2 4577950703888885248,273.0836279706,22.5726319214,49.4656881801,18.3348433579,274.0981689462,45.9680548868,0.165814261,3.4220533202,-1.9614949144,11.78178,12.7949,10.749744,0.013303327,0.0231443787,0.0279366094,0.0266191606,0.0480035162,,,,1091.4506,0,0,16.43114,51,21,421,442,442,31,,1.3917942885,0.0048762885,0.03534003,381.40936,1.0131197,2.0451555,0.10974641,-0.28697872,-0.35633254,,,,,200111,0,1.0320358,772.18787,1363.517,1067.8524,54,0.07227419,5.935375,-0.036719404,-0.040856063,105340.499570831,2082.8519903978,50.575127,48,1.3905163,365286.865142199,2095.9800361986,174.27974,458,0,402596.816984117,3929.5191245397,102.454475,48,NOT_AVAILABLE,-0.014739488,100001,-0.041037828,-86.7874949823,0.5634297027,59.615215,83.42429,79.267914,1069242541,0.025946474,-0.35652342,0.10317607,2015.5,23,0,3,4000,1.6357214584098E+018,3612.5,4273.42,3706,17,1.78994595887144E-05,5.9353752857
spec-56580-HD022250N412346B01_sp04-016.fits,4824.56135964,2.8039545964,-0.5158103209,0.1798827509,16.1703384016,0.0333621259,0.0196081451,0.0117523861,0.6938792621,35.350501,41.545498,83.69,265229,false,false,true,0.8792977768,0.0824331672,-6.3261364105,16.7828716823,0.3362590191,0.2903089161,-22.923203792,32.9131898453,0.8146504123,0.0471234039,-19.0379107738,20.2088987838,-0.04062486,0,-27.0408999158,44.0074583758,3.39018609242165E+017,Gaia DR2 339018609242164992,35.3504995982,41.5454922474,140.4767310659,-18.2410099608,47.281689366,25.864253805,0.283316292,0.7653633327,2.1918281781,14.268186,14.783588,13.61088,0.0416830708,0.0329943509,0.047593018,0.0732200818,0.0681180522,,,,50.733856,0,4.79047814723715E-16,-5.013842,13,0,115,0,115,31,,1.5441544826,0.0091216165,0.07291425,46.485565,0.5154028,1.1727085,-0.5432334,0.23049407,-0.18483566,,,,,,0,0.6573057,,,,16,-0.14872073,5.952896,-0.01504141,0.01856561,16870.1904980028,32.2030041404,523.87006,10,1.236535,36988.9580011628,11.4963513019,3217.452,136,0,28867.9506461326,46.337153543,622.9979,11,NOT_AVAILABLE,0.07383559,100001,-0.41943246,,,,,,590935236,0.586796,-0.20532353,0.19372247,2015.5,0,,,,1.6357214584098E+018,4885,5027.5,4926,8,5.8475260170814E-06,5.952896116
