id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1,dec_1,snrg_1,codeindex_1,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_2,dec_2,snrg_2,codeindex_2,Separation
spec-55966-GAC_061N50_V3_sp10-219.fits,4983.55809359,3.0071092982,0.236909653965,0.0109202670735,16.4762272041,0.0382932835846,0.0183898077447,0.0072651779055,0.32252893374439456,59.280214,49.668651,46.56999969482422,50008,spec-55966-GAC_061N50_V3_sp10-219.fits,4983.55809359,3.0071092982,0.236909653965,0.0109202670735,16.4762272041,0.0382932835846,0.0183898077447,0.0072651779055,0.32252893374439456,59.280214,49.668651,46.56999969482422,50008,0.0
spec-55966-GAC_104N11_V4_sp10-008.fits,4165.62564122,1.39772141225,-0.152155766942,-0.0143088791748,11.3051089145,0.0334784173315,0.0191713480663,0.00754770830291,0.6880754247386861,102.32008,11.868489,37.11000061035156,50588,spec-55966-GAC_104N11_V4_sp10-008.fits,4165.62564122,1.39772141225,-0.152155766942,-0.0143088791748,11.3051089145,0.0334784173315,0.0191713480663,0.00754770830291,0.6880754247386861,102.32008,11.868489,37.11000061035156,50588,0.0
spec-55966-GAC_104N11_V4_sp14-093.fits,4621.18191078,2.44736546068,-0.176916322673,0.0395509561708,16.3768308974,0.0415494369458,0.0218530633878,0.00978856128983,0.6070058424765692,102.81607,12.771915,45.70000076293945,50697,spec-55966-GAC_104N11_V4_sp14-093.fits,4621.18191078,2.44736546068,-0.176916322673,0.0395509561708,16.3768308974,0.0415494369458,0.0218530633878,0.00978856128983,0.6070058424765692,102.81607,12.771915,45.70000076293945,50697,0.0
spec-55967-GAC_073N44_V3_sp08-170.fits,4933.34050732,2.82975365488,0.0475468716391,0.0197742490558,19.8701288188,0.0483963194451,0.0230650243005,0.00924961348092,0.22023207485473448,74.351452,43.587009,40.540000915527344,51273,spec-55967-GAC_073N44_V3_sp08-170.fits,4933.34050732,2.82975365488,0.0475468716391,0.0197742490558,19.8701288188,0.0483963194451,0.0230650243005,0.00924961348092,0.22023207485473448,74.351452,43.587009,40.540000915527344,51273,0.0
spec-55967-GAC_073N44_V4_sp10-031.fits,4905.61428894,2.51292049468,-0.159291997543,0.0775939743839,16.6077734201,0.0435445365064,0.0206353714732,0.0100983795738,0.6976514327653004,71.13905,43.156986,56.439998626708984,51742,spec-55967-GAC_073N44_V4_sp10-031.fits,4905.61428894,2.51292049468,-0.159291997543,0.0775939743839,16.6077734201,0.0435445365064,0.0206353714732,0.0100983795738,0.6976514327653004,71.13905,43.156986,56.439998626708984,51742,0.0
spec-55968-B5596810_sp14-168.fits,4912.68539874,3.03666766093,-0.344658784934,0.0497697639005,9.81525199008,0.0196197141347,0.0115242925677,0.00508211291255,1.9838278182501419,214.25977,3.08611,159.19000244140625,52840,spec-55968-B5596810_sp14-168.fits,4912.68539874,3.03666766093,-0.344658784934,0.0497697639005,9.81525199008,0.0196197141347,0.0115242925677,0.00508211291255,1.9838278182501419,214.25977,3.08611,159.19000244140625,52840,0.0
spec-55976-GAC_099N04_V1_sp06-046.fits,4757.6333583,2.6961910505,-0.221748329115,0.036166673468,19.401285731,0.0459109083654,0.0240295617762,0.0100394788684,0.3069445441970803,101.63853,4.555721,46.619998931884766,57981,spec-55976-GAC_099N04_V1_sp06-046.fits,4757.6333583,2.6961910505,-0.221748329115,0.036166673468,19.401285731,0.0459109083654,0.0240295617762,0.0100394788684,0.3069445441970803,101.63853,4.555721,46.619998931884766,57981,0.0
spec-55976-GAC_099N04_V5_sp09-010.fits,4714.4415623,2.6928492825,-0.17559061023,-0.0370643430735,25.76852843,0.0599090894344,0.0323307117254,0.0100777261593,0.3417109654251946,100.47546,4.8287642,31.020000457763672,58609,spec-55976-GAC_099N04_V5_sp09-010.fits,4714.4415623,2.6928492825,-0.17559061023,-0.0370643430735,25.76852843,0.0599090894344,0.0323307117254,0.0100777261593,0.3417109654251946,100.47546,4.8287642,31.020000457763672,58609,0.0
spec-55977-GAC_080N37_V1_sp10-018.fits,4625.08355232,2.55071538914,0.17883516192,0.0420669700139,13.0726599202,0.032194679214,0.0166194107668,0.00729480283916,0.33893309329751137,77.730957,37.170436,44.369998931884766,59364,spec-55977-GAC_080N37_V1_sp10-018.fits,4625.08355232,2.55071538914,0.17883516192,0.0420669700139,13.0726599202,0.032194679214,0.0166194107668,0.00729480283916,0.33893309329751137,77.730957,37.170436,44.369998931884766,59364,0.0
spec-55977-GAC_080N37_V1_sp10-050.fits,5014.47426301,3.28544318598,-0.0403588827881,0.0607322213824,26.7690618059,0.0517275137981,0.0296007623791,0.0118249323021,0.289559858602717,78.079755,36.276055,39.2599983215332,59371,spec-55977-GAC_080N37_V1_sp10-050.fits,5014.47426301,3.28544318598,-0.0403588827881,0.0607322213824,26.7690618059,0.0517275137981,0.0296007623791,0.0118249323021,0.289559858602717,78.079755,36.276055,39.2599983215332,59371,0.0
spec-55977-GAC_080N37_V1_sp12-176.fits,4791.00974967,2.41120369372,-0.366041746122,0.0811000900831,14.916268906,0.0385602843898,0.0193870810949,0.00930843271838,0.5010863996832072,82.013502,39.392487,68.79000091552734,59479,spec-55977-GAC_080N37_V1_sp12-176.fits,4791.00974967,2.41120369372,-0.366041746122,0.0811000900831,14.916268906,0.0385602843898,0.0193870810949,0.00930843271838,0.5010863996832072,82.013502,39.392487,68.79000091552734,59479,0.0
spec-55981-GAC_100N17_V4_sp12-206.fits,4818.66126262,2.62988918382,-0.0143785904408,0.0153546076168,16.4922665906,0.0428005257569,0.0201301233394,0.00858236574179,0.2612830144627823,102.73984,18.796137,49.720001220703125,60985,spec-55981-GAC_100N17_V4_sp12-206.fits,4818.66126262,2.62988918382,-0.0143785904408,0.0153546076168,16.4922665906,0.0428005257569,0.0201301233394,0.00858236574179,0.2612830144627823,102.73984,18.796137,49.720001220703125,60985,0.0
spec-55984-B5598401_sp07-137.fits,5320.37806244,3.76696909501,-0.204264223642,0.0811093490916,34.9927558241,0.0559724123664,0.0383291343896,0.0184617476447,0.3415715996302474,139.434505,28.369751,32.150001525878906,61271,spec-55984-B5598401_sp07-137.fits,5320.37806244,3.76696909501,-0.204264223642,0.0811093490916,34.9927558241,0.0559724123664,0.0383291343896,0.0184617476447,0.3415715996302474,139.434505,28.369751,32.150001525878906,61271,0.0
spec-55984-GAC_099N04_V2_sp12-214.fits,4959.50065378,2.75467264183,-0.0312167510538,0.0574041718657,18.1955418919,0.0455858298541,0.0210329010301,0.0097535372983,0.589093323542777,101.65791,5.983094,49.650001525878906,62013,spec-55984-GAC_099N04_V2_sp12-214.fits,4959.50065378,2.75467264183,-0.0312167510538,0.0574041718657,18.1955418919,0.0455858298541,0.0210329010301,0.0097535372983,0.589093323542777,101.65791,5.983094,49.650001525878906,62013,0.0
spec-55993-GAC_097N20_V1_sp06-056.fits,4819.09119613,2.84413056635,-0.077211281515,-0.0184508392327,18.0562693138,0.0420301239812,0.0218576587298,0.00783448671708,0.3829449543950824,99.57019,20.053642,51.54999923706055,63348,spec-55993-GAC_097N20_V1_sp06-056.fits,4819.09119613,2.84413056635,-0.077211281515,-0.0184508392327,18.0562693138,0.0420301239812,0.0218576587298,0.00783448671708,0.3829449543950824,99.57019,20.053642,51.54999923706055,63348,0.0
