id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1,dec_1,snrg_1,codeindex_1,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_2,dec_2,snrg_2,codeindex_2,Separation_1,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra,dec,Separation,id,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4934,BA_FE_4934_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4215,SR_FE_4215_err
spec-56680-HD150818N334223V01_sp01-005.fits,4698.34947184,2.30435653654,-0.817565577314,0.186897848708,17.797267072,0.0414263452061,0.0239749193466,0.0135786460344,0.619469126602349,227.493505,31.288416,64.18,396820,spec-56680-HD150818N334223V01_sp01-005.fits,4698.34947184,2.30435653654,-0.817565577314,0.186897848708,17.797267072,0.0414263452061,0.0239749193466,0.0135786460344,0.619469126602349,227.493505,31.288416,64.18,396820,0.0,211001005,J150958.44+311718.2,2014-01-22,56680,56679,HD150818N334223V01,1,5,227.493505,31.288416,11.68,64.18,150.05,142.82,122.34,Star,STAR,K1,9.8E-5,5.2E-5,gri,12.51,11.8,11.49,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,142893186,0,0.0,227.493505,31.288416,0.0,spec-56680-HD150818N334223V01_sp01-005.fits,false,false,true,0.9718527023096756,0.12546836353980687,0.13963456126545862,0.4915700956385738,0.8980912855384462,0.06717544640026114,0.7259150825268202,0.5815497799993842
spec-56684-GAC089N28V1_sp05-074.fits,5188.39825489,3.28272310105,-0.71574682001,0.122096911807,23.9694881124,0.0369198526228,0.0268209046331,0.0125481586122,0.5195046975543175,88.372958,28.176739,73.86,400679,spec-56684-GAC089N28V1_sp05-074.fits,5188.39825489,3.28272310105,-0.71574682001,0.122096911807,23.9694881124,0.0369198526228,0.0268209046331,0.0125481586122,0.5195046975543175,88.372958,28.176739,73.86,400679,0.0,127705074,J055329.50+281036.2,2013-02-26,56350,56349,GAC089N28V1,5,74,88.372958,28.176739,5.2,49.33,102.69,131.38,101.84,Star,STAR,G4,1.43E-4,6.6E-5,ugrijhk,99.0,13.64,12.93,12.46,11.55,11.12,11.05,PILOT,Obj,0,XY0556+2856_V1,0,0.0,88.372958,28.176739,0.0,spec-56684-GAC089N28V1_sp05-074.fits,false,false,true,1.0266514705572556,0.02192611827507287,0.7912340570900225,0.16247147091298,0.8362793096603237,0.07175194988604204,-0.12964478809998606,0.0
spec-56684-GAC089N28V1_sp07-035.fits,4819.02076175,2.49471621969,-0.457957491132,0.0411652504206,23.1597163705,0.0568058847454,0.0296124223845,0.0104944857487,0.316542632741433,89.787196,27.402142,40.62,400791,spec-56684-GAC089N28V1_sp07-035.fits,4819.02076175,2.49471621969,-0.457957491132,0.0411652504206,23.1597163705,0.0568058847454,0.0296124223845,0.0104944857487,0.316542632741433,89.787196,27.402142,40.62,400791,0.0,127707035,J055908.92+272407.7,2013-02-26,56350,56349,GAC089N28V1,7,35,89.787196,27.402142,3.0,29.26,86.11,116.97,101.55,Star,STAR,G5,1.09E-4,5.2E-5,ugrijhk,99.0,99.0,99.0,99.0,10.53,9.89,9.72,PILOT,Obj,0,XY0556+2856_V1,0,0.0,89.787196,27.402142,0.0,spec-56684-GAC089N28V1_sp07-035.fits,false,false,true,0.8764157421724221,0.16587313511185633,0.3207316110230239,0.7081453069256103,1.0017009498717255,0.03141999547528594,0.7585602019771052,0.1336420871985052
spec-56685-HD132914S012151B01_sp04-063.fits,5231.15617842,3.35675771355,-0.624756801921,0.128578112556,41.6494015569,0.0676594754431,0.048300721125,0.0237427891085,0.39319837966035637,202.370408,-1.069391,36.56,403478,spec-56685-HD132914S012151B01_sp04-063.fits,5231.15617842,3.35675771355,-0.624756801921,0.128578112556,41.6494015569,0.0676594754431,0.048300721125,0.0237427891085,0.39319837966035637,202.370408,-1.069391,36.56,403478,0.0,212804063,J132928.89-010409.8,2014-01-27,56685,56684,HD132914S012151B01,4,63,202.370408,-1.069391,5.96,36.56,47.18,64.25,37.27,Star,STAR,G4,6.1E-5,7.3E-5,gri,15.99,15.58,15.43,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,PS1,3392266050572737104,0,0.0,202.370408,-1.069391,0.0,spec-56685-HD132914S012151B01_sp04-063.fits,false,false,true,1.0382203996003714,0.03959927353009497,1.0163813156929289,0.04905438171518973,0.9695952954823466,0.11139883099307549,0.89084353020045,0.1403706300230962
spec-56687-GAC080N37V1_sp06-075.fits,4919.63593383,3.03724803615,-0.313088160856,0.0962670500631,12.8905796853,0.0260676665624,0.01503420807,0.00803329166979,0.6135084694253193,83.061687,37.248886,108.06,405549,spec-56687-GAC080N37V1_sp06-075.fits,4919.63593383,3.03724803615,-0.313088160856,0.0962670500631,12.8905796853,0.0260676665624,0.01503420807,0.00803329166979,0.6135084694253193,83.061687,37.248886,108.06,405549,0.0,43306075,J053214.80+371455.9,2012-02-19,55977,55976,GAC_080N37_V1,6,75,83.061687,37.248886,8.8,70.5,129.68,187.05,155.96,Star,STAR,K1,-1.1E-4,5.0E-5,ugrijhk,99.0,0.0,11.09,0.0,9.68,9.14,9.04,PILOT,Obj,-,XY0520+3726_V1,0,0.0,83.061687,37.248886,0.0,spec-56687-GAC080N37V1_sp06-075.fits,false,false,true,0.8908134674498763,0.056233429487647056,0.6237623349076937,0.3195197168610488,0.8122482744771078,0.03225432934217732,-0.060498243201248345,0.0
spec-56688-GAC106N20B2_sp08-033.fits,5393.82063758,3.58272498074,-0.66275715459,0.0696640331233,29.3421121441,0.0423905220192,0.0341927300474,0.0126589087902,0.4827773620907573,106.83499,20.367784,47.59,407123,spec-56688-GAC106N20B2_sp08-033.fits,5393.82063758,3.58272498074,-0.66275715459,0.0696640331233,29.3421121441,0.0423905220192,0.0341927300474,0.0126589087902,0.4827773620907573,106.83499,20.367784,47.59,407123,0.0,214208033,J070720.39+202204.0,2014-01-30,56688,56687,GAC106N20B2,8,33,106.83499,20.367784,7.71,47.59,67.81,80.1,55.61,Star,STAR,G3,1.69E-4,8.9E-5,ugrizjh,99.0,15.2,14.72,14.56,99.0,99.0,99.0,PILOT,Obj,0,XY0704+2034_B2,0,0.0,106.83499,20.367784,0.0,spec-56688-GAC106N20B2_sp08-033.fits,false,false,true,1.0405764292600286,0.03280648636057895,0.9468849504071364,0.25544022585842857,0.9634279235131428,0.09733696897832372,0.8412085875443063,0.12316501137565133
spec-56688-GAC106N20V1_sp14-082.fits,5133.84234921,3.20843822792,-0.642794493018,0.125442866778,39.4082319931,0.068108887329,0.0448532970182,0.0223627762318,0.23003692842884882,104.50111,21.563632,36.08,408003,spec-56688-GAC106N20V1_sp14-082.fits,5133.84234921,3.20843822792,-0.642794493018,0.125442866778,39.4082319931,0.068108887329,0.0448532970182,0.0223627762318,0.23003692842884882,104.50111,21.563632,36.08,408003,0.0,214314082,J065800.26+213349.0,2014-01-30,56688,56687,GAC106N20V1,14,82,104.50111,21.563632,3.38,36.08,73.2,84.65,59.36,Star,STAR,G6,7.6E-5,6.9E-5,ugrijhk,99.0,0.0,12.82,0.0,11.63,11.22,11.12,PILOT,Obj,0,XY0704+2034_V1,0,0.0,104.50111,21.563632,0.0,spec-56688-GAC106N20V1_sp14-082.fits,false,true,false,1.0042437279349203,0.03875285150349637,0.9127148826502076,0.2916960503515183,0.8379716245985133,0.13202083533628645,0.8179779596663858,0.15668438464492776
spec-56692-GAC121N22B2_sp07-132.fits,5097.41016359,3.34906588741,-0.449065388806,0.105472167143,22.0044204178,0.035184339598,0.0245074197457,0.0117810447538,0.4823915475152523,123.53884,20.943025,72.77,410283,spec-56692-GAC121N22B2_sp07-132.fits,5097.41016359,3.34906588741,-0.449065388806,0.105472167143,22.0044204178,0.035184339598,0.0245074197457,0.0117810447538,0.4823915475152523,123.53884,20.943025,72.77,410283,0.0,215007132,J081409.32+205634.8,2014-02-03,56692,56691,GAC121N22B2,7,132,123.53884,20.943025,13.85,72.77,125.59,144.84,92.43,Star,STAR,F9,-6.7E-5,5.0E-5,ugrizjh,99.0,14.92,14.33,14.1,99.0,99.0,99.0,PILOT,Obj,0,XY0806+2227_B2,0,0.0,123.53884,20.943025,0.0,spec-56692-GAC121N22B2_sp07-132.fits,false,false,true,0.9481291407427799,0.08962781598686918,0.7652347616957127,0.13146105646264858,0.8401661869814542,0.04850138550004028,0.44260728836938124,1.2699401516764834
spec-56699-GAC085N52V3_sp16-236.fits,4143.90910586,1.4767041934,-0.298226670861,0.0506107849269,12.9859207662,0.0355383805517,0.021366425192,0.00917529003401,0.7340521963115463,83.327236,54.735813,33.55,414381,spec-56699-GAC085N52V3_sp16-236.fits,4143.90910586,1.4767041934,-0.298226670861,0.0506107849269,12.9859207662,0.0355383805517,0.021366425192,0.00917529003401,0.7340521963115463,83.327236,54.735813,33.55,414381,0.0,110601014,J053318.53+544408.9,2013-01-24,56317,56316,GAC083N57V1,1,14,83.327236,54.735813,1.26,2.52,7.28,5.28,6.44,Star,STAR,G7,-1.603E-4,9.57E-6,ugrijhk,99.0,99.0,99.0,99.0,9.59,8.76,8.55,PILOT,Obj,0,XY0532+5713_V1,0,0.0,83.327236,54.735813,0.0,spec-56699-GAC085N52V3_sp16-236.fits,false,false,true,0.9026189058067673,0.14288228824830823,-0.052715137671503876,0.0,0.9694536645358807,0.19057750038347038,-0.05400198366748982,0.0
spec-56700-GAC071N55V2_sp04-031.fits,4858.15199756,2.87266578387,-0.199804334975,0.058475079165,20.6204163934,0.0453867419824,0.0245702515407,0.0103131431325,0.6583346498437936,71.172412,56.212864,41.04,415160,spec-56700-GAC071N55V2_sp04-031.fits,4858.15199756,2.87266578387,-0.199804334975,0.058475079165,20.6204163934,0.0453867419824,0.0245702515407,0.0103131431325,0.6583346498437936,71.172412,56.212864,41.04,415160,0.0,217104046,J044441.37+560000.0,2014-02-11,56700,56699,GAC071N55V2,4,46,71.172412,56.212864,23.43,96.36,163.18,205.83,172.46,Star,STAR,G3,2.6E-5,5.4E-5,ugrijhk,99.0,99.0,99.0,99.0,10.93,10.56,10.47,PILOT,Obj,0,XY0446+5539_V2,0,0.0,71.172412,56.212864,0.0,spec-56700-GAC071N55V2_sp04-031.fits,false,false,true,0.8707904650650949,0.12839583502176805,-3.0335093336153474E-4,0.0,0.853034571082372,0.09119431332458076,0.8148108012394853,0.11113239872172233
spec-56700-GAC071N55V2_sp04-125.fits,4445.37216433,1.95034406213,-0.0394233725046,0.107323656357,12.6234769634,0.0339564012325,0.0184720387275,0.00736780634027,2.1402570764133455,72.00411,55.479872,41.68,415173,spec-56700-GAC071N55V2_sp04-125.fits,4445.37216433,1.95034406213,-0.0394233725046,0.107323656357,12.6234769634,0.0339564012325,0.0184720387275,0.00736780634027,2.1402570764133455,72.00411,55.479872,41.68,415173,0.0,217104125,J044800.98+552847.5,2014-02-11,56700,56699,GAC071N55V2,4,125,72.00411,55.479872,0.0,41.68,107.69,183.51,185.7,Star,STAR,K4,-3.02E-4,3.7E-5,ugrijhk,99.0,14.07,12.56,11.9,10.02,9.24,9.03,PILOT,Obj,0,XY0446+5539_V2,0,0.0,72.00411,55.479872,0.0,spec-56700-GAC071N55V2_sp04-125.fits,false,false,true,1.0414071861330885,0.02889447888174121,0.7787029475081438,0.1394831219945318,1.288481745411858,0.033038445340138674,1.32604749725589,0.028881623713639306
spec-56700-GAC071N55V2_sp04-218.fits,4195.61906349,1.3759944304,-0.0489209364716,-1.67132196771E-4,9.44070637993,0.0283485952603,0.0159500682452,0.00645556955557,1.0188034114023858,71.808838,56.051311,38.38,415185,spec-56700-GAC071N55V2_sp04-218.fits,4195.61906349,1.3759944304,-0.0489209364716,-1.67132196771E-4,9.44070637993,0.0283485952603,0.0159500682452,0.00645556955557,1.0188034114023858,71.808838,56.051311,38.38,415185,0.0,217104218,J044714.12+560304.7,2014-02-11,56700,56699,GAC071N55V2,4,218,71.808838,56.051311,0.0,38.38,107.45,183.64,192.46,Star,STAR,K4,-7.2E-5,3.0E-5,ugrijhk,99.0,99.0,99.0,99.0,9.24,8.36,8.1,PILOT,Obj,0,XY0446+5539_V2,0,0.0,71.808838,56.051311,0.0,spec-56700-GAC071N55V2_sp04-218.fits,false,false,true,0.7700271906780571,0.11916698925386085,0.19898556107354456,3.3613315117911133,0.9031489799399048,0.2279728212977199,-0.1889668231536163,0.0
spec-56706-GAC097N20V2_sp10-128.fits,5108.67461256,3.26254361217,-0.212736738631,0.074509930353,25.5983295455,0.0497623904939,0.0278362811381,0.0128827731019,0.6622087018831169,94.712635,20.063851,38.75,417885,spec-56706-GAC097N20V2_sp10-128.fits,5108.67461256,3.26254361217,-0.212736738631,0.074509930353,25.5983295455,0.0497623904939,0.0278362811381,0.0128827731019,0.6622087018831169,94.712635,20.063851,38.75,417885,0.0,218310128,J061851.03+200349.8,2014-02-17,56706,56705,GAC097N20V2,10,128,94.712635,20.063851,4.48,38.75,102.53,164.3,139.18,Star,STAR,G5,9.6E-5,5.2E-5,ugrijhk,99.0,13.7,12.64,12.2,10.88,10.4,10.23,PILOT,Obj,0,XY0628+2012_V2,0,0.0,94.712635,20.063851,0.0,spec-56706-GAC097N20V2_sp10-128.fits,false,false,true,1.0238763179723447,0.029911288444024013,0.621016920140126,0.6269303512016334,0.8936022456839661,0.10509897599388807,0.833638575355597,0.12041834399779425
spec-56708-HD061906S034448V_sp07-082.fits,4892.02779969,3.18602964982,-0.408982542682,0.169863206594,20.8656157827,0.0370718852758,0.0237851412076,0.0126681878073,0.7289225316836876,96.510717,-5.283143,67.94,418845,spec-56708-HD061906S034448V_sp07-082.fits,4892.02779969,3.18602964982,-0.408982542682,0.169863206594,20.8656157827,0.0370718852758,0.0237851412076,0.0126681878073,0.7289225316836876,96.510717,-5.283143,67.94,418845,0.0,218707082,J062602.57-051659.3,2014-02-19,56708,56707,HD061906S034448V,7,82,96.510717,-5.283143,11.04,67.94,90.11,105.96,69.75,Star,STAR,G7,4.11E-4,4.6E-5,gri,12.11,11.41,11.13,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,96042983,0,0.0,96.510717,-5.283143,0.0,spec-56708-HD061906S034448V_sp07-082.fits,false,false,true,0.9231316312001965,0.08511071632614421,0.6870231006561265,0.40752744841020844,0.8109508613027865,0.04620936125973784,-0.20403437839458877,0.0
spec-56718-GAC108N21B2_sp02-059.fits,5008.62018342,3.29422277266,-0.0924832418518,0.0690361488534,21.409525381,0.0419877187091,0.023520914204,0.0111325075823,0.5678698215630206,108.04242,20.238665,51.79,419291,spec-56718-GAC108N21B2_sp02-059.fits,5008.62018342,3.29422277266,-0.0924832418518,0.0690361488534,21.409525381,0.0419877187091,0.023520914204,0.0111325075823,0.5678698215630206,108.04242,20.238665,51.79,419291,0.0,219002059,J071210.18+201419.1,2014-03-01,56718,56717,GAC108N21B2,2,59,108.04242,20.238665,8.63,51.79,93.3,122.8,83.46,Star,STAR,K1,-1.5E-5,5.2E-5,ugrizjh,99.0,15.12,14.31,14.03,99.0,99.0,99.0,PILOT,Obj,0,XY0715+2157_B2,0,0.0,108.04242,20.238665,0.0,spec-56718-GAC108N21B2_sp02-059.fits,false,false,true,0.8156497417155041,0.09493842491467368,0.4900480502423587,0.45921370255309146,0.8686821987622714,0.05693390184259332,0.5408187896923408,0.37347206817435136
spec-56721-GAC099N24B1_sp06-119.fits,4953.28085416,3.09882103529,-0.360608248831,0.0877419102755,37.216137981,0.0702962842135,0.0425315714051,0.0188625575267,0.4524524928715084,102.31272,23.753291,33.48,420253,spec-56721-GAC099N24B1_sp06-119.fits,4953.28085416,3.09882103529,-0.360608248831,0.0877419102755,37.216137981,0.0702962842135,0.0425315714051,0.0188625575267,0.4524524928715084,102.31272,23.753291,33.48,420253,0.0,220006119,J064915.05+234511.8,2014-03-04,56721,56720,GAC099N24B1,6,119,102.31272,23.753291,5.38,33.48,50.48,75.03,55.05,Star,STAR,F9,4.0E-6,5.6E-5,ugrizjh,99.0,16.56,15.79,15.48,99.0,99.0,99.0,PILOT,Obj,0,XY0639+2436_B1,0,0.0,102.31272,23.753291,0.0,spec-56721-GAC099N24B1_sp06-119.fits,false,false,true,0.9541986149895143,0.17065970256452873,0.4722121476924994,0.6683679186058874,0.7914683633310261,0.0845789610110634,0.63463670681669,0.6034116867306704
spec-56721-GAC099N24B1_sp13-035.fits,4877.8579931,2.83182567429,-0.286322282514,0.0325778967024,24.8178095128,0.0557320684268,0.0295242017634,0.0115456795751,0.3375784132972222,102.60417,24.897785,40.84,420437,spec-56721-GAC099N24B1_sp13-035.fits,4877.8579931,2.83182567429,-0.286322282514,0.0325778967024,24.8178095128,0.0557320684268,0.0295242017634,0.0115456795751,0.3375784132972222,102.60417,24.897785,40.84,420437,0.0,220013035,J065025.00+245352.0,2014-03-04,56721,56720,GAC099N24B1,13,35,102.60417,24.897785,2.86,40.84,82.75,105.5,70.49,Star,STAR,G5,1.09E-4,5.1E-5,ugrizjh,99.0,16.12,15.3,15.0,99.0,99.0,99.0,PILOT,Obj,0,XY0639+2436_B1,0,0.0,102.60417,24.897785,0.0,spec-56721-GAC099N24B1_sp13-035.fits,false,false,true,0.9464153634404878,0.1453098947186602,0.8050946788649909,0.17521164747361312,0.8189546683000131,0.11542338742626582,0.5338584541066641,0.7115008360605388
spec-56722-GAC094N35B1_sp04-121.fits,4985.23140443,2.56187621166,-0.433495224555,0.0902977800687,19.86496985,0.0493273351747,0.0248683683815,0.0105233203012,0.6302534937276786,94.864654,34.935894,56.71,420952,spec-56722-GAC094N35B1_sp04-121.fits,4985.23140443,2.56187621166,-0.433495224555,0.0902977800687,19.86496985,0.0493273351747,0.0248683683815,0.0105233203012,0.6302534937276786,94.864654,34.935894,56.71,420952,0.0,220504121,J061927.51+345609.2,2014-03-05,56722,56721,GAC094N35B1,4,121,94.864654,34.935894,6.78,56.71,95.62,149.27,114.79,Star,STAR,G5,-4.4E-5,5.3E-5,ugrizjh,99.0,15.22,14.2,13.77,99.0,99.0,99.0,PILOT,Obj,0,XY0617+3508_B1,0,0.0,94.864654,34.935894,0.0,spec-56722-GAC094N35B1_sp04-121.fits,false,false,true,0.9354612201477571,0.1338671229566744,0.28635159979044,0.4870100705572852,0.9371390300203412,0.07872370168533675,0.8374571143065997,0.09985094791643906
spec-56722-GAC094N35B1_sp10-249.fits,4793.73912437,2.38093965261,-0.176738664626,0.02641158132,12.395883749,0.03355919043,0.0162153155671,0.00670577059616,1.422697885986622,92.342855,35.076118,70.84,421221,spec-56722-GAC094N35B1_sp10-249.fits,4793.73912437,2.38093965261,-0.176738664626,0.02641158132,12.395883749,0.03355919043,0.0162153155671,0.00670577059616,1.422697885986622,92.342855,35.076118,70.84,421221,0.0,220510249,J060922.28+350434.0,2014-03-05,56722,56721,GAC094N35B1,10,249,92.342855,35.076118,8.16,70.84,141.36,212.22,165.92,Star,STAR,G5,-1.3E-5,4.3E-5,ugrizjh,99.0,15.19,14.07,13.58,99.0,99.0,99.0,PILOT,Obj,0,XY0617+3508_B1,0,0.0,92.342855,35.076118,0.0,spec-56722-GAC094N35B1_sp10-249.fits,false,false,true,0.9701178333854014,0.0791427112474711,0.8052860583657196,0.1086456505127199,0.8848744744836701,0.05633380061306669,-0.018938249613118352,0.0
spec-56723-GAC102N27V1_sp08-165.fits,4918.75665081,2.75864570762,-0.526007138732,0.101336977804,17.0919944162,0.0372541160525,0.02078533376,0.0104456011513,0.7864687012472098,102.83689,26.614997,77.08,422322,spec-56723-GAC102N27V1_sp08-165.fits,4918.75665081,2.75864570762,-0.526007138732,0.101336977804,17.0919944162,0.0372541160525,0.02078533376,0.0104456011513,0.7864687012472098,102.83689,26.614997,77.08,422322,0.0,46108165,J065120.85+263653.9,2012-03-11,55998,55997,GAC_102N27_V1,8,165,102.83689,26.614997,1.06,16.63,34.25,56.86,45.48,Star,STAR,G8,8.1E-5,6.0E-5,ugrijhk,99.0,13.98,13.35,0.0,12.03,11.57,11.47,PILOT,Obj,-,XY0649+2711_V1,0,0.0,102.83689,26.614997,0.0,spec-56723-GAC102N27V1_sp08-165.fits,false,false,true,0.984925422477472,0.09230840564322405,0.9239318592632827,0.13109095381329663,0.9157614386534281,0.05294748799841153,0.6323035865273127,0.414151403261564
spec-56729-GAC103N38V1_sp12-187.fits,4759.05957294,2.32468966518,0.11077068544,0.0107159150609,18.0905685513,0.0503360432421,0.0232869322538,0.0100958749342,0.6781018385591099,105.00714,40.619042,36.89,425067,spec-56729-GAC103N38V1_sp12-187.fits,4759.05957294,2.32468966518,0.11077068544,0.0107159150609,18.0905685513,0.0503360432421,0.0232869322538,0.0100958749342,0.6781018385591099,105.00714,40.619042,36.89,425067,0.0,90501147,J070001.71+403708.5,2012-12-05,56267,56266,GAC104N42V1,1,147,105.00714,40.619042,1.65,8.29,17.9,22.4,17.94,Star,STAR,G5,7.065E-5,3.47E-6,ugrijhk,99.0,0.0,12.53,0.0,11.02,10.5,10.39,PILOT,Obj,SDSS,XY0659+4218_V1,0,0.0,105.00714,40.619042,0.0,spec-56729-GAC103N38V1_sp12-187.fits,false,true,false,0.8170925355820434,0.12581792791145632,-0.011060545057182236,0.0,0.972356387137974,0.08825599306690028,0.8446260688882542,0.11006937878497561
spec-56729-HD163226N274234V_sp08-212.fits,5129.0789265,3.31082159854,-0.864564860501,0.197484785574,19.5962319774,0.0288887599369,0.0221749100313,0.0105822240324,0.920683428867872,248.660788,26.272688,102.12,425735,spec-56729-HD163226N274234V_sp08-212.fits,5129.0789265,3.31082159854,-0.864564860501,0.197484785574,19.5962319774,0.0288887599369,0.0221749100313,0.0105822240324,0.920683428867872,248.660788,26.272688,102.12,425735,0.0,225008212,J163438.58+261621.6,2014-03-12,56729,56728,HD163226N274234V,8,212,248.660788,26.272688,21.14,102.12,182.43,208.66,144.79,Star,STAR,G7,4.0E-6,8.4E-5,gri,13.86,13.31,13.08,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,136259026,0,0.0,248.660788,26.272688,0.0,spec-56729-HD163226N274234V_sp08-212.fits,false,false,true,1.0084621770820834,0.016531346534856575,0.6913914399699749,0.1889739193522849,0.883957746273717,0.04984066283300285,-0.037973964992747175,0.0
spec-56730-HD145243N315530V_sp01-168.fits,4867.36598797,2.79792048609,-0.625661335829,0.173173004932,14.9423419829,0.0301417755745,0.0181585931025,0.0107315588547,0.7778407490949473,223.147389,30.392198,102.3,425976,spec-56730-HD145243N315530V_sp01-168.fits,4867.36598797,2.79792048609,-0.625661335829,0.173173004932,14.9423419829,0.0301417755745,0.0181585931025,0.0107315588547,0.7778407490949473,223.147389,30.392198,102.3,425976,0.0,225501168,J145235.37+302331.9,2014-03-13,56730,56729,HD145243N315530V,1,168,223.147389,30.392198,24.48,102.3,169.6,199.66,147.02,Star,STAR,G7,-2.67E-4,5.4E-5,gri,13.03,12.35,12.07,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,141652026,0,0.0,223.147389,30.392198,0.0,spec-56730-HD145243N315530V_sp01-168.fits,false,false,true,0.8114456284621198,0.0732782472321483,0.43966250517661437,0.2272231788839066,0.7321136823500456,0.22075301874559267,-0.06574620838954581,0.0
spec-56738-HD113827N080803V_sp10-010.fits,5055.23766327,3.39110375638,-0.336755302835,0.096813204047,17.6685294816,0.0300006411676,0.0194882546155,0.00960666022987,0.611909713339822,172.677486,7.694091,83.66,428180,spec-56738-HD113827N080803V_sp10-010.fits,5055.23766327,3.39110375638,-0.336755302835,0.096813204047,17.6685294816,0.0300006411676,0.0194882546155,0.00960666022987,0.611909713339822,172.677486,7.694091,83.66,428180,0.0,227610010,J113042.59+074138.7,2014-03-21,56738,56737,HD113827N080803V,10,10,172.677486,7.694091,15.42,83.66,159.18,210.53,157.93,Star,STAR,G7,-4.2E-5,6.1E-5,gri,13.68,13.0,12.76,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,111483272,0,0.0,172.677486,7.694091,0.0,spec-56738-HD113827N080803V_sp10-010.fits,false,false,true,0.8532769888072982,0.07385899673459949,0.46534450165290353,0.24008666009181687,0.8431813914957931,0.03982466113733558,-0.17013320921650602,0.0
spec-56738-HD113827N080803V_sp14-040.fits,4952.69689505,3.0542409617,-0.41050925133,0.106239090663,13.9826014618,0.0267332936659,0.0157958188562,0.00847052740216,0.9159806084260289,172.243226,8.141792,112.68,428197,spec-56738-HD113827N080803V_sp14-040.fits,4952.69689505,3.0542409617,-0.41050925133,0.106239090663,13.9826014618,0.0267332936659,0.0157958188562,0.00847052740216,0.9159806084260289,172.243226,8.141792,112.68,428197,0.0,227614040,J112858.37+080830.4,2014-03-21,56738,56737,HD113827N080803V,14,40,172.243226,8.141792,10.32,112.68,164.69,210.12,155.01,Star,STAR,G5,1.16E-4,5.4E-5,gri,13.07,12.41,12.18,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,UCAC4,112135325,0,0.0,172.243226,8.141792,0.0,spec-56738-HD113827N080803V_sp14-040.fits,false,false,true,0.9569526681232436,0.06018228859847226,0.5665589024747513,0.2754234423189335,0.8353939901695054,0.04199632835970564,-0.029020801042758115,0.0
spec-56741-GAC115N15V1_sp04-025.fits,5010.04607778,3.26895658071,-0.240861430973,0.089746713299,23.5322843942,0.0447439691309,0.0258883813549,0.0128756475597,0.5194173248137854,115.50069,15.557071,52.14,429947,spec-56741-GAC115N15V1_sp04-025.fits,5010.04607778,3.26895658071,-0.240861430973,0.089746713299,23.5322843942,0.0447439691309,0.0258883813549,0.0128756475597,0.5194173248137854,115.50069,15.557071,52.14,429947,0.0,229004025,J074200.16+153325.4,2014-03-24,56741,56740,GAC115N15V1,4,25,115.50069,15.557071,5.45,52.14,80.04,119.95,101.46,Star,STAR,K1,9.0E-5,5.4E-5,ugrijhk,99.0,14.37,13.72,13.47,12.47,12.04,11.95,PILOT,Obj,0,XY0743+1515_V1,0,0.0,115.50069,15.557071,0.0,spec-56741-GAC115N15V1_sp04-025.fits,false,false,true,0.9634525177583277,0.10466621599803691,0.3988078480437005,0.4090200922458181,0.9415414023146135,0.06569379608724658,0.8193913878936145,0.08047020489680225
spec-56741-HD145704N052550B_sp14-067.fits,5034.34738846,3.09708610315,-1.07358548943,0.243964896924,39.0903216284,0.0622553055254,0.0438725689936,0.0178561713064,0.32943581544823763,222.605456,5.655356,42.65,431350,spec-56741-HD145704N052550B_sp14-067.fits,5034.34738846,3.09708610315,-1.07358548943,0.243964896924,39.0903216284,0.0622553055254,0.0438725689936,0.0178561713064,0.32943581544823763,222.605456,5.655356,42.65,431350,0.0,229414067,J145025.30+053919.2,2014-03-24,56741,56740,HD145704N052550B,14,67,222.605456,5.655356,5.05,42.65,73.03,91.26,61.47,Star,STAR,G7,1.68E-4,8.3E-5,gri,15.7,15.23,14.97,99.0,99.0,99.0,99.0,LEGUE_LCH,Obj,PS1,4832802204819789449,0,0.0,222.605456,5.655356,0.0,spec-56741-HD145704N052550B_sp14-067.fits,false,true,false,0.9917862496494925,0.23631191939220048,0.1578929189600819,1.0452624044847245,0.9235216080474978,0.1553919512988122,1.0252492175231707,0.036934422112557694
