id_1,cannon_teff_1,cannon_logg_1,cannon_m_h_1,cannon_alpha_m_1,cannon_teff_err_1,cannon_logg_err_1,cannon_m_h_err_1,cannon_alpha_m_err_1,cannon_red_chisq_1,ra_1,dec_1,snrg_1,codeindex_1,id_2,cannon_teff_2,cannon_logg_2,cannon_m_h_2,cannon_alpha_m_2,cannon_teff_err_2,cannon_logg_err_2,cannon_m_h_err_2,cannon_alpha_m_err_2,cannon_red_chisq_2,ra_2,dec_2,snrg_2,codeindex_2,Separation_1,obsid,designation,obsdate,lmjd,mjd,planid,spid,fiberid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,class,subclass,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,tcomment,offsets,offset_v,ra,dec,Separation,id,Ba_only_candidate,Sr_only_candidate,Ba_Sr_candidate,BA_FE_4554,BA_FE_4554_err,BA_FE_4934,BA_FE_4934_err,SR_FE_4077,SR_FE_4077_err,SR_FE_4215,SR_FE_4215_err
spec-56321-GAC099N59V2_sp15-032.fits,4879.37220441,2.74657900021,-0.469524421909,0.0869518781853,20.6431042764,0.0461162696041,0.0251996051248,0.0118970025458,0.5938561157401224,99.07608,61.088308,54.92,168835,spec-56321-GAC099N59V2_sp15-032.fits,4879.37220441,2.74657900021,-0.469524421909,0.0869518781853,20.6431042764,0.0461162696041,0.0251996051248,0.0118970025458,0.5938561157401224,99.07608,61.088308,54.92,168835,0.0,115015032,J063618.25+610517.9,2013-01-28,56321,56320,GAC099N59V2,15,32,99.07608,61.088308,7.79,54.92,103.53,132.43,113.6,Star,STAR,G5,-5.0E-6,5.5E-5,ugrijhk,99.0,0.0,11.57,0.0,10.23,9.76,9.64,PILOT,Obj,0,XY0636+5939_V2,0,0.0,99.07608,61.088308,0.0,spec-56321-GAC099N59V2_sp15-032.fits,false,false,true,0.8511403781489489,0.11691830921455697,0.17639774169826755,0.5651112175826282,0.921064627557197,0.06749163911097002,0.45899528247709215,1.9869393295365412
spec-56321-VB058N31V2_sp07-047.fits,4231.32118087,1.8640122193,-0.0659430450746,0.115733873677,13.2072125216,0.0349909160457,0.0199652703964,0.0100019906831,0.6210415470624631,58.842659,29.639256,31.06,170644,spec-56321-VB058N31V2_sp07-047.fits,4231.32118087,1.8640122193,-0.0659430450746,0.115733873677,13.2072125216,0.0349909160457,0.0199652703964,0.0100019906831,0.6210415470624631,58.842659,29.639256,31.06,170644,0.0,116007047,J035522.23+293821.3,2013-01-28,56321,56320,VB058N31V2,7,47,58.842659,29.639256,0.0,31.06,108.72,157.28,140.09,Star,STAR,K3,-1.93E-4,3.3E-5,ugrijhk,99.0,99.0,99.0,99.0,9.65,8.93,8.72,PILOT,Obj,0,VB0352+3110_V2,0,0.0,58.842659,29.639256,0.0,spec-56321-VB058N31V2_sp07-047.fits,false,false,true,0.758487719717782,0.12977627342526143,-0.020919219338584982,0.0,0.9999999207914594,0.19519474637114667,1.1290764953005028,0.24356964295547234
spec-56322-GAC089N24V1_sp15-122.fits,5050.79688141,3.41752356371,-0.179458606761,0.0555200006108,18.051583944,0.0316825881297,0.0197502266255,0.0082869380932,0.4470902729599778,89.430303,25.077772,74.43,171087,spec-56322-GAC089N24V1_sp15-122.fits,5050.79688141,3.41752356371,-0.179458606761,0.0555200006108,18.051583944,0.0316825881297,0.0197502266255,0.0082869380932,0.4470902729599778,89.430303,25.077772,74.43,171087,0.0,116215122,J055743.27+250439.9,2013-01-29,56322,56321,GAC089N24V1,15,122,89.430303,25.077772,11.84,74.43,128.43,176.79,137.36,Star,STAR,G7,-1.2E-5,5.1E-5,ugrijhk,99.0,99.0,99.0,99.0,10.51,10.07,9.97,PILOT,Obj,0,XY0556+2414_V1,0,0.0,89.430303,25.077772,0.0,spec-56322-GAC089N24V1_sp15-122.fits,false,true,false,0.752681341262626,0.06880948995226857,-0.06484804837272268,0.0,0.8160768745416168,0.04136657778317405,0.8144443833638055,0.053876123122300404
spec-56322-HD084649N380231B01_sp03-053.fits,5191.40529998,3.42496175299,-0.579586984096,0.0665839998031,44.0925807054,0.0664675686894,0.050969409121,0.0177846257241,0.2600080931831807,129.96511,38.180875,30.72,171368,spec-56322-HD084649N380231B01_sp03-053.fits,5191.40529998,3.42496175299,-0.579586984096,0.0665839998031,44.0925807054,0.0664675686894,0.050969409121,0.0177846257241,0.2600080931831807,129.96511,38.180875,30.72,171368,0.0,116503053,J083951.62+381051.1,2013-01-29,56322,56321,HD084649N380231B01,3,53,129.96511,38.180875,11.52,30.72,53.72,46.76,44.03,Star,STAR,G4,7.4E-5,6.4E-5,gribvjh,14.13,13.58,13.38,14.53,13.74,12.41,12.06,LEGUE_LCH,Obj,UCAC4,151244555,0,0.0,129.96511,38.180875,0.0,spec-56322-HD084649N380231B01_sp03-053.fits,false,false,true,1.0010566974174053,0.04450053252753059,0.6644062049980671,0.6612302750329917,0.8465385860084983,0.09501014724111292,0.11192484213765232,3.8629224493987477
spec-56325-HD145035N124702B01_sp03-126.fits,4840.02983505,2.89585590277,-0.824777301745,0.213180275874,38.4258565639,0.0677706851631,0.0455442099308,0.0198580855782,0.356819633048473,222.020958,13.360348,39.3,172478,spec-56325-HD145035N124702B01_sp03-126.fits,4840.02983505,2.89585590277,-0.824777301745,0.213180275874,38.4258565639,0.0677706851631,0.0455442099308,0.0198580855782,0.356819633048473,222.020958,13.360348,39.3,172478,0.0,117403126,J144805.02+132137.2,2013-02-01,56325,56324,HD145035N124702B01,3,126,222.020958,13.360348,8.29,39.3,66.98,80.39,73.27,Star,STAR,G8,1.46E-4,5.4E-5,gribvjh,14.02,13.38,13.5,14.46,13.63,12.03,11.58,LEGUE_LCH,Obj,UCAC4,119435605,0,0.0,222.020958,13.360348,0.0,spec-56325-HD145035N124702B01_sp03-126.fits,false,false,true,0.9877048179278617,0.1895974007325521,0.7776597047697074,0.28915719967537357,0.8262494771216229,0.09257622017185158,-0.05399597916795444,0.0
spec-56342-GAC121N02V2_sp04-132.fits,4936.22095745,2.88502410135,-0.669221035853,0.0766162566596,42.9386566813,0.0813413498172,0.0512971696061,0.0189153539742,0.28173829399049216,121.14878,1.7153696,34.53,183801,spec-56342-GAC121N02V2_sp04-132.fits,4936.22095745,2.88502410135,-0.669221035853,0.0766162566596,42.9386566813,0.0813413498172,0.0512971696061,0.0189153539742,0.28173829399049216,121.14878,1.7153696,34.53,183801,0.0,122404132,J080435.70+014255.3,2013-02-18,56342,56341,GAC121N02V1,4,132,121.14878,1.7153696,7.08,44.74,82.11,117.16,96.33,Star,STAR,G8,1.77E-4,6.6E-5,ugrijhk,99.0,13.29,12.72,0.0,11.42,10.99,10.88,PILOT,Obj,0,XY0805+0209_V1,0,0.0,121.14878,1.7153696,0.0,spec-56342-GAC121N02V2_sp04-132.fits,false,false,true,0.6731336948300087,0.7118943079284071,0.36139095821883443,0.5698158291286292,0.7651798429241546,0.10276426024245797,-0.09025159304389083,0.0
spec-56342-HD102314N054139M01_sp03-235.fits,5084.51240246,3.31987961366,-0.41070437283,0.116120411458,20.5124919527,0.0356259277908,0.0230600260172,0.0121988217114,2.087754712069541,154.457475,5.190031,71.6,184187,spec-56342-HD102314N054139M01_sp03-235.fits,5084.51240246,3.31987961366,-0.41070437283,0.116120411458,20.5124919527,0.0356259277908,0.0230600260172,0.0121988217114,2.087754712069541,154.457475,5.190031,71.6,184187,0.0,122603227,J101749.79+051124.1,2013-02-18,56342,56341,HD102314N054139B01,3,227,154.457475,5.190031,6.63,38.96,65.34,97.34,81.42,Star,STAR,G7,-7.4E-5,5.6E-5,gribvjh,14.1,13.5,13.31,14.58,13.74,12.31,11.88,LEGUE_LCH,Obj,UCAC4,108217802,0,0.0,154.457475,5.190031,0.0,spec-56342-HD102314N054139M01_sp03-235.fits,false,false,true,0.8700276962514467,0.08691508644568482,0.6857725876303425,0.3745097205027392,0.8819872840996187,0.04740070950397966,0.5193389744528849,0.3520295285289811
spec-56343-GAC075N39V3_sp09-191.fits,4772.40381051,2.21958585657,-0.244677804738,0.07599990593,21.5559878654,0.0610899674401,0.029217947299,0.0124543422706,0.32655665373265363,76.63975,40.303162,30.11,184946,spec-56343-GAC075N39V3_sp09-191.fits,4772.40381051,2.21958585657,-0.244677804738,0.07599990593,21.5559878654,0.0610899674401,0.029217947299,0.0124543422706,0.32655665373265363,76.63975,40.303162,30.11,184946,0.0,123309191,J050633.54+401811.3,2013-02-19,56343,56342,GAC075N39V3,9,191,76.63975,40.303162,2.44,30.11,80.39,114.26,95.01,Star,STAR,G5,-1.05E-4,4.9E-5,ugrijhk,99.0,99.0,99.0,99.0,9.97,9.38,9.19,PILOT,Obj,0,XY0500+3939_V3,0,0.0,76.63975,40.303162,0.0,spec-56343-GAC075N39V3_sp09-191.fits,false,false,true,0.9648942415148763,0.20336844062320938,-0.1472604522097172,0.0,0.9356873221496406,0.15454752163250696,1.1251036935223002,0.3101264496984349
spec-56345-GAC130S04V1_sp02-155.fits,4921.51062819,3.06899670774,-0.321203094674,0.106048536192,30.9610331723,0.0627718336855,0.0351838754768,0.0184379188058,0.34257220009716827,128.81135,-5.813343,35.85,189327,spec-56345-GAC130S04V1_sp02-155.fits,4921.51062819,3.06899670774,-0.321203094674,0.106048536192,30.9610331723,0.0627718336855,0.0351838754768,0.0184379188058,0.34257220009716827,128.81135,-5.813343,35.85,189327,0.0,125302155,J083514.72-054848.0,2013-02-21,56345,56344,GAC130S04V1,2,155,128.81135,-5.813343,5.93,35.85,61.95,65.48,55.39,Star,STAR,G7,6.0E-6,5.5E-5,ugrijhk,99.0,99.0,99.0,99.0,10.1,9.65,9.55,PILOT,Obj,0,XY0842-0424_V1,0,0.0,128.81135,-5.813343,0.0,spec-56345-GAC130S04V1_sp02-155.fits,false,false,true,0.7961385166101175,0.15973911294852064,-0.019518665046250716,0.0,0.904264331457333,0.086699668195403,0.23560204675867713,6.54263992013689
spec-56345-HD142816N361149B01_sp10-090.fits,5086.15227484,3.12282554985,-0.829554849621,0.192389261991,29.294166475,0.0486251014488,0.0343198209085,0.0156184553032,0.42690090586733276,214.432039,35.629137,61.0,190033,spec-56345-HD142816N361149B01_sp10-090.fits,5086.15227484,3.12282554985,-0.829554849621,0.192389261991,29.294166475,0.0486251014488,0.0343198209085,0.0156184553032,0.42690090586733276,214.432039,35.629137,61.0,190033,0.0,125710090,J141743.68+353744.8,2013-02-21,56345,56344,HD142816N361149B01,10,90,214.432039,35.629137,14.29,61.0,65.66,86.36,71.59,Star,STAR,G7,1.47E-4,6.7E-5,gribvjh,13.78,13.25,13.03,14.23,13.43,12.07,11.69,LEGUE_LCH,Obj,UCAC4,148239817,0,0.0,214.432039,35.629137,0.0,spec-56345-HD142816N361149B01_sp10-090.fits,false,false,true,1.014270960010057,0.025108370845188497,0.8991962723367195,0.20372931965811714,0.7889779399895849,0.06716824828257052,-0.21137150952164244,0.0
spec-56350-GAC089N28V1_sp03-249.fits,4891.1571424,2.51575435453,0.351037470073,0.00333281993782,19.1117739865,0.0523939814797,0.0228440197867,0.00958013094223,0.9826809213789238,87.523321,28.534811,30.83,191538,spec-56350-GAC089N28V1_sp03-249.fits,4891.1571424,2.51575435453,0.351037470073,0.00333281993782,19.1117739865,0.0523939814797,0.0228440197867,0.00958013094223,0.9826809213789238,87.523321,28.534811,30.83,191538,0.0,127703249,J055005.59+283205.3,2013-02-26,56350,56349,GAC089N28V1,3,249,87.523321,28.534811,2.7,30.83,70.77,112.02,104.39,Star,STAR,G5,5.9E-5,3.4E-5,ugrijhk,99.0,99.0,99.0,99.0,9.95,9.44,9.29,PILOT,Obj,0,XY0556+2856_V1,0,0.0,87.523321,28.534811,0.0,spec-56350-GAC089N28V1_sp03-249.fits,false,true,false,0.833599406894929,0.14741670042913102,-0.06137287989921869,0.0,0.9703900636786161,0.11309383291669717,0.9964004952004641,0.12795985579600092
spec-56350-GAC116N20V1_sp08-103.fits,4101.88841413,1.47068780204,-0.317106707771,0.0385339521921,11.8198850001,0.032338512515,0.0195966333397,0.00868930913195,0.8461425506360947,117.0863,19.425425,31.84,192645,spec-56350-GAC116N20V1_sp08-103.fits,4101.88841413,1.47068780204,-0.317106707771,0.0385339521921,11.8198850001,0.032338512515,0.0195966333397,0.00868930913195,0.8461425506360947,117.0863,19.425425,31.84,192645,0.0,128008103,J074820.71+192531.5,2013-02-26,56350,56349,GAC116N20V1,8,103,117.0863,19.425425,0.0,31.84,135.95,216.15,208.01,Star,STAR,K4,1.15E-4,3.0E-5,ugrijhk,99.0,99.0,99.0,99.0,9.46,8.69,8.54,PILOT,Obj,0,XY0745+2018_V1,0,0.0,117.0863,19.425425,0.0,spec-56350-GAC116N20V1_sp08-103.fits,false,false,true,0.9544078176745625,0.14356330325834957,0.6622726592482383,0.8866728647372847,1.051699529526895,0.07720782188231087,1.284339951217539,0.031420911053356516
spec-56351-GAC108N13V3_sp08-175.fits,4726.47572458,2.06394710707,-0.272534289765,0.0681514726774,17.818848828,0.0524164737728,0.0254679424817,0.0116093704562,0.6873289951961884,108.79856,12.86713,36.63,194284,spec-56351-GAC108N13V3_sp08-175.fits,4726.47572458,2.06394710707,-0.272534289765,0.0681514726774,17.818848828,0.0524164737728,0.0254679424817,0.0116093704562,0.6873289951961884,108.79856,12.86713,36.63,194284,0.0,128608175,J071511.65+125201.6,2013-02-27,56351,56350,GAC108N13V1,8,175,108.79856,12.86713,2.66,43.66,164.35,243.82,208.43,Star,STAR,G5,-2.8E-5,4.5E-5,ugrijhk,99.0,99.0,99.0,99.0,9.74,9.21,9.05,PILOT,Obj,0,XY0713+1345_V1,0,0.0,108.79856,12.86713,0.0,spec-56351-GAC108N13V3_sp08-175.fits,false,false,true,0.8824386177528184,0.16590914671810303,-0.028395536909703062,0.0,0.8423594889680583,0.13726871697320123,0.5908900742892663,0.9534660985329844
spec-56353-GAC111N10V2_sp11-237.fits,5212.97662268,3.18955657447,-0.526350025741,0.107490677783,34.0234814161,0.0644291951196,0.0397784049714,0.0182428977825,0.46644401523175133,111.85993,12.292769,38.31,195773,spec-56353-GAC111N10V2_sp11-237.fits,5212.97662268,3.18955657447,-0.526350025741,0.107490677783,34.0234814161,0.0644291951196,0.0397784049714,0.0182428977825,0.46644401523175133,111.85993,12.292769,38.31,195773,0.0,129211237,J072726.38+121733.9,2013-03-01,56353,56352,GAC111N10V2,11,237,111.85993,12.292769,6.33,38.31,62.53,91.19,70.82,Star,STAR,G7,-1.8E-5,6.2E-5,ugrijhk,99.0,13.31,12.82,0.0,11.68,11.34,11.22,PILOT,Obj,0,XY0726+1036_V2,0,0.0,111.85993,12.292769,0.0,spec-56353-GAC111N10V2_sp11-237.fits,true,false,false,1.0253965371503484,0.03578676436725646,0.9583062810746612,0.26823889896085107,0.9701978057430534,0.09887421055653815,0.46432286647548965,2.582363413734054
spec-56358-GAC089N28B2_sp07-184.fits,4729.27814261,2.03752449028,-0.266573620272,0.0582448189826,18.2982718014,0.053393050494,0.0260328479302,0.0106052872187,0.7224407730490884,90.792058,27.635599,33.76,201709,spec-56358-GAC089N28B2_sp07-184.fits,4729.27814261,2.03752449028,-0.266573620272,0.0582448189826,18.2982718014,0.053393050494,0.0260328479302,0.0106052872187,0.7224407730490884,90.792058,27.635599,33.76,201709,0.0,21407184,J060310.09+273808.1,2011-12-25,55921,55920,GAC_089N28_B3,7,184,90.792058,27.635599,1.26,19.0,44.07,62.42,47.37,Star,STAR,G5,-1.0E-5,4.7E-5,ugrizjh,99.0,15.25,14.0,13.57,99.0,99.0,99.0,PILOT,Obj,-,XY0556+2856_B3,0,0.0,90.792058,27.635599,0.0,spec-56358-GAC089N28B2_sp07-184.fits,false,false,true,0.8880793926281799,0.18356111383710758,-0.07271915323934305,0.0,0.903528106338951,0.1609040703239713,0.9112356747337017,0.17045314356278213
spec-56358-HD144346S023019B01_sp10-027.fits,5031.32698547,3.31927184525,-0.195526222913,0.115037628884,37.6123571756,0.0709091789012,0.0407513061626,0.0217060355365,0.2665007524621149,219.147626,-3.392399,32.78,202679,spec-56358-HD144346S023019B01_sp10-027.fits,5031.32698547,3.31927184525,-0.195526222913,0.115037628884,37.6123571756,0.0709091789012,0.0407513061626,0.0217060355365,0.2665007524621149,219.147626,-3.392399,32.78,202679,0.0,132210027,J143635.43-032332.6,2013-03-06,56358,56357,HD144346S023019B01,10,27,219.147626,-3.392399,2.82,32.78,39.51,55.07,45.51,Star,STAR,G5,-9.0E-5,5.0E-5,gribvjh,14.61,13.97,13.75,15.13,14.2,12.57,12.09,LEGUE_LCH,Obj,UCAC4,98138510,0,0.0,219.147626,-3.392399,0.0,spec-56358-HD144346S023019B01_sp10-027.fits,false,true,false,1.013101036330122,0.03239064620255504,0.832420985627436,0.2089328338085578,0.9999252677113201,0.1068355231473783,0.944591329005333,0.12502989328444974
spec-56365-GAC106N28V2_sp01-077.fits,5250.23208017,3.63945787065,0.142056709531,0.0834419174964,24.6854797347,0.0471253785714,0.0259670672822,0.0128206767493,0.4078939162954735,106.76255,26.201645,38.81,207490,spec-56365-GAC106N28V2_sp01-077.fits,5250.23208017,3.63945787065,0.142056709531,0.0834419174964,24.6854797347,0.0471253785714,0.0259670672822,0.0128206767493,0.4078939162954735,106.76255,26.201645,38.81,207490,0.0,134601077,J070703.01+261205.9,2013-03-13,56365,56364,GAC106N28V2,1,77,106.76255,26.201645,6.17,38.81,80.8,92.07,70.85,Star,STAR,G8,-5.9E-5,4.6E-5,ugrijhk,99.0,14.29,13.63,13.37,12.37,12.03,11.93,PILOT,Obj,0,XY0707+2810_V2,0,0.0,106.76255,26.201645,0.0,spec-56365-GAC106N28V2_sp01-077.fits,false,false,true,0.3357861683308624,0.5047850112940429,-0.019776595327938684,0.0,0.6180337835426555,0.33203737846846676,0.11380953962331232,5.030466833112644
spec-56380-HD133117N362849B01_sp09-006.fits,4694.65844441,2.20554033429,-0.446375030525,0.109771634319,22.8869017872,0.0616185497918,0.0325464158899,0.0177141499087,0.4164322990515807,204.07606,36.637062,30.99,215624,spec-56380-HD133117N362849B01_sp09-006.fits,4694.65844441,2.20554033429,-0.446375030525,0.109771634319,22.8869017872,0.0616185497918,0.0325464158899,0.0177141499087,0.4164322990515807,204.07606,36.637062,30.99,215624,0.0,139409006,J133618.25+363813.4,2013-03-28,56380,56379,HD133117N362849B01,9,6,204.07606,36.637062,5.62,30.99,73.41,38.19,37.57,Star,STAR,G5,-9.8E-5,5.0E-5,gribvjh,13.29,12.54,12.2,13.88,12.82,11.08,10.53,LEGUE_LCH,Obj,UCAC4,149442901,0,0.0,204.07606,36.637062,0.0,spec-56380-HD133117N362849B01_sp09-006.fits,false,true,false,0.824639016602353,0.210084014385391,0.5255453211378395,1.0114616242356478,0.9149415424429589,0.1154677701541612,0.8775761703684197,0.15436045964069967
spec-56384-HD123647S054954B01_sp09-179.fits,4984.82575401,3.37660491596,-0.416159053264,0.145520830106,35.0884817332,0.0574535688842,0.0384130846657,0.0200450316825,0.3310146523660714,190.3829,-5.082621,37.33,216293,spec-56384-HD123647S054954B01_sp09-179.fits,4984.82575401,3.37660491596,-0.416159053264,0.145520830106,35.0884817332,0.0574535688842,0.0384130846657,0.0200450316825,0.3310146523660714,190.3829,-5.082621,37.33,216293,0.0,139909179,J124131.89-050457.4,2013-04-01,56384,56383,HD123647S054954B01,9,179,190.3829,-5.082621,4.04,37.33,79.73,93.61,60.87,Star,STAR,G9,1.16E-4,6.4E-5,gribvjh,13.97,13.33,13.07,14.45,13.57,12.03,11.55,LEGUE_LCH,Obj,UCAC4,96262914,0,0.0,190.3829,-5.082621,0.0,spec-56384-HD123647S054954B01_sp09-179.fits,false,false,true,0.946295393586104,0.1569994829857105,-0.10212039111774765,0.0,0.7649162689692001,0.10048115497729458,0.3941764988423936,2.4982834715633078
spec-56384-HD144536N080934M01_sp11-229.fits,4958.1456768,2.76046059823,-0.965849041393,0.216121508445,28.0030718568,0.0519138969641,0.0340595101114,0.0145263407162,0.5914847570818207,221.464534,10.030079,63.73,216674,spec-56384-HD144536N080934M01_sp11-229.fits,4958.1456768,2.76046059823,-0.965849041393,0.216121508445,28.0030718568,0.0519138969641,0.0340595101114,0.0145263407162,0.5914847570818207,221.464534,10.030079,63.73,216674,0.0,140211229,J144551.48+100148.2,2013-04-01,56384,56383,HD144536N080934M01,11,229,221.464534,10.030079,13.1,63.73,103.07,91.82,74.99,Star,STAR,G7,-3.22E-4,6.8E-5,gribvjh,13.44,12.81,12.61,13.92,13.07,11.61,11.19,LEGUE_LCH,Obj,UCAC4,114850594,0,0.0,221.464534,10.030079,0.0,spec-56384-HD144536N080934M01_sp11-229.fits,false,false,true,1.0166290782676877,0.02641481996709149,1.0261616221334258,0.03424217043264063,0.7821431249218154,0.08198514000518027,-0.13489251828107082,0.0
spec-56385-GAC113N23V1_sp07-169.fits,5015.00206666,2.93341860988,-0.596201594699,0.12892809657,13.6746266905,0.0265880989463,0.0160064474977,0.00866053705499,1.5323106606864925,114.45592,21.087264,131.44,217237,spec-56385-GAC113N23V1_sp07-169.fits,5015.00206666,2.93341860988,-0.596201594699,0.12892809657,13.6746266905,0.0265880989463,0.0160064474977,0.00866053705499,1.5323106606864925,114.45592,21.087264,131.44,217237,0.0,140407169,J073749.42+210514.1,2013-04-02,56385,56384,GAC113N23V1,7,169,114.45592,21.087264,27.12,131.44,192.08,246.6,188.29,Star,STAR,G7,-5.0E-6,5.6E-5,ugrijhk,99.0,0.0,10.89,10.88,9.75,9.33,9.25,PILOT,Obj,0,XY0735+2302_V1,0,0.0,114.45592,21.087264,0.0,spec-56385-GAC113N23V1_sp07-169.fits,true,false,false,0.988591433211516,0.06552948855824747,0.8419207315350475,0.09417612348385983,0.9173945778443434,0.03642718790546263,0.3550239378117569,1.0403222428096655
spec-56385-GAC113N23V2_sp02-142.fits,5171.14680025,3.47132987551,-0.202610968599,0.0790382690415,17.2632824302,0.0305275836931,0.0188501831614,0.00895646601957,0.439658650174612,112.31322,21.424173,80.0,217567,spec-56385-GAC113N23V2_sp02-142.fits,5171.14680025,3.47132987551,-0.202610968599,0.0790382690415,17.2632824302,0.0305275836931,0.0188501831614,0.00895646601957,0.439658650174612,112.31322,21.424173,80.0,217567,0.0,140502142,J072915.17+212527.0,2013-04-02,56385,56384,GAC113N23V2,2,142,112.31322,21.424173,17.68,80.0,111.61,140.89,102.64,Star,STAR,F9,-6.0E-5,5.7E-5,ugrijhk,99.0,99.0,99.0,99.0,10.29,9.93,9.87,PILOT,Obj,0,XY0735+2302_V2,0,0.0,112.31322,21.424173,0.0,spec-56385-GAC113N23V2_sp02-142.fits,false,false,true,0.8673987443334908,0.07418203761601233,0.4420101550004906,0.25800637803329834,0.7672475920153592,0.04081105824904553,-0.02566135431745714,0.0
spec-56385-HD145553N362548F01_sp04-099.fits,5140.65732207,3.22082725414,-0.667943767637,0.16680915838,29.3933097748,0.0515324354546,0.0346211962609,0.0186617642031,0.6846038043884892,224.140565,36.060454,51.3,218027,spec-56385-HD145553N362548F01_sp04-099.fits,5140.65732207,3.22082725414,-0.667943767637,0.16680915838,29.3933097748,0.0515324354546,0.0346211962609,0.0186617642031,0.6846038043884892,224.140565,36.060454,51.3,218027,0.0,140804099,J145633.73+360337.6,2013-04-02,56385,56384,HD145553N362548F01,4,99,224.140565,36.060454,10.32,51.3,82.82,100.09,73.34,Star,STAR,G7,-2.23E-4,6.9E-5,gribvjh,14.81,14.31,14.11,15.2,14.47,13.28,12.92,LEGUE_LCH,Obj,UCAC4,148747831,0,0.0,224.140565,36.060454,0.0,spec-56385-HD145553N362548F01_sp04-099.fits,false,false,true,0.9113079813711894,0.1541518261550159,0.8826214742268573,0.22316550606887883,0.9025849934040061,0.07213246585908283,0.6734316500951438,0.6014281807496715
spec-56389-HD095639S002741M01_sp02-120.fits,5203.57539583,2.94501910547,-1.03907542259,0.151312974597,31.9098715016,0.0606386413954,0.040859838335,0.015581403095,0.6075940925361513,148.33218,-2.642424,49.88,218376,spec-56389-HD095639S002741M01_sp02-120.fits,5203.57539583,2.94501910547,-1.03907542259,0.151312974597,31.9098715016,0.0606386413954,0.040859838335,0.015581403095,0.6075940925361513,148.33218,-2.642424,49.88,218376,0.0,141202120,J095319.72-023832.7,2013-04-06,56389,56388,HD095639S002741M01,2,120,148.33218,-2.642424,7.45,49.88,76.28,96.28,65.67,Star,STAR,G7,3.49E-4,8.8E-5,gribvjh,14.73,14.2,13.96,15.15,14.38,13.06,12.71,LEGUE_LCH,Obj,UCAC4,98952669,0,0.0,148.33218,-2.642424,0.0,spec-56389-HD095639S002741M01_sp02-120.fits,false,false,true,1.003368167714597,0.038983705671511396,0.9163279055108247,0.2982456860059228,0.8705725234599081,0.1327432934098316,-0.05842508927024409,0.0
spec-56393-HD094551N184100B01_sp01-186.fits,4914.11280432,3.3151628121,-0.11509916337,0.138027642628,25.8090713835,0.0501470891864,0.028220622331,0.0157488362593,0.6566231239117241,147.187299,16.331371,41.05,220542,spec-56393-HD094551N184100B01_sp01-186.fits,4914.11280432,3.3151628121,-0.11509916337,0.138027642628,25.8090713835,0.0501470891864,0.028220622331,0.0157488362593,0.6566231239117241,147.187299,16.331371,41.05,220542,0.0,142401186,J094844.95+161952.9,2013-04-10,56393,56392,HD094551N184100B01,1,186,147.187299,16.331371,5.85,41.05,73.13,85.76,64.71,Star,STAR,G8,-6.0E-6,5.0E-5,gribvjh,14.32,13.61,13.35,14.83,13.9,12.22,11.76,LEGUE_LCH,Obj,UCAC4,123441800,0,0.0,147.187299,16.331371,0.0,spec-56393-HD094551N184100B01_sp01-186.fits,false,false,true,0.8334047218006356,0.11134935456342754,0.48944893364888314,0.5636901871888242,0.9051582789539573,0.06765434768822093,0.7708372207303879,0.08311796158824099
spec-56393-HD103949N392416B01_sp02-071.fits,5168.52900708,3.31604678324,-0.666526309425,0.126687123483,29.0134418059,0.0448789598307,0.0333850226992,0.0153668225559,0.40273008117990006,159.398442,37.816994,58.84,220849,spec-56393-HD103949N392416B01_sp02-071.fits,5168.52900708,3.31604678324,-0.666526309425,0.126687123483,29.0134418059,0.0448789598307,0.0333850226992,0.0153668225559,0.40273008117990006,159.398442,37.816994,58.84,220849,0.0,142602071,J103735.62+374901.1,2013-04-10,56393,56392,HD103949N392416B01,2,71,159.398442,37.816994,15.0,58.84,69.13,81.33,59.87,Star,STAR,G7,3.2E-5,7.1E-5,gribvjh,14.38,13.89,13.69,14.79,14.04,12.73,12.32,LEGUE_LCH,Obj,UCAC4,150815448,0,0.0,159.398442,37.816994,0.0,spec-56393-HD103949N392416B01_sp02-071.fits,false,false,true,1.0088356844820583,0.024767830312447156,0.8021764891937375,0.19194954127575872,0.799760387421699,0.06396873637623623,-0.05139396496017978,0.0
spec-56393-HD133420N140639B01_sp09-037.fits,5039.72823892,3.40648875978,-0.323111876845,0.096103562798,25.4272398661,0.0436363318722,0.0282672599829,0.0138186030314,0.4613824072965518,204.547585,14.909231,52.06,221046,spec-56393-HD133420N140639B01_sp09-037.fits,5039.72823892,3.40648875978,-0.323111876845,0.096103562798,25.4272398661,0.0436363318722,0.0282672599829,0.0138186030314,0.4613824072965518,204.547585,14.909231,52.06,221046,0.0,142709037,J133811.42+145433.2,2013-04-10,56393,56392,HD133420N140639B01,9,37,204.547585,14.909231,9.59,52.06,95.5,100.62,67.35,Star,STAR,G6,-1.08E-4,5.2E-5,gribvjh,12.65,12.04,11.88,13.12,12.32,10.79,10.37,LEGUE_LCH,Obj,UCAC4,121507709,0,0.0,204.547585,14.909231,0.0,spec-56393-HD133420N140639B01_sp09-037.fits,false,true,false,1.0188075419787768,0.02151560126744742,0.9722763165971856,0.15289306232442743,0.9345967588976408,0.05698491752109,0.7798713492143686,0.07335968153149999
