Mass/[Fe/H],-2.15,-1.67,-1.15,-0.85,-0.67,-0.37,-0.24,-0.15,0,0.15
1.3,2.10E-01,2.92E-01,5.20E-01,5.81E-01,5.37E-01,2.94E-01,4.30E-02,-2.70E-02,0.00E+00,0.00E+00
1.5,2.78E-01,3.40E-01,5.84E-01,6.50E-01,6.83E-01,4.84E-01,2.76E-01,6.00E-02,-1.73E-01,-3.24E-01
2,4.87E-01,5.21E-01,5.38E-01,6.34E-01,6.95E-01,4.37E-01,2.53E-01,6.60E-02,-2.25E-01,-4.78E-01
2.5,3.33E-01,4.56E-01,5.12E-01,5.74E-01,6.37E-01,4.10E-01,1.89E-01,-2.00E-02,-3.01E-01,-5.38E-01
3,8.80E-02,3.57E-01,4.40E-01,4.59E-01,5.92E-01,5.12E-01,2.50E-01,3.00E-02,-2.55E-01,-5.04E-01
4,-2.27E-01,4.80E-02,2.06E-01,3.40E-01,3.01E-01,1.38E-01,2.72E-01,1.70E-01,-2.40E-02,-2.11E-01
5,-2.48E-01,-3.52E-01,-1.44E-01,6.20E-02,1.83E-01,2.49E-01,2.34E-01,1.44E-01,1.30E-02,-7.40E-02
6,-2.78E-01,-3.86E-01,-3.56E-01,-1.44E-01,-5.00E-03,1.05E-01,1.31E-01,1.12E-01,1.30E-02,-3.00E-02
